	('Numbers: Five-5988', 'Digit: Five')	('Numbers: Five-573', 'Digit: Five')	('Numbers: Six-5766', 'Digit: Six')	('Numbers: Eight-5687', 'Digit: Eight')	('Numbers: Zero-6374', 'Digit: Zero')	('Numbers: Six-4535', 'Digit: Six')	('Numbers: Nine-1353', 'Digit: Nine')	('Numbers: Three-4063', 'Digit: Three')	('Numbers: Two-2242', 'Digit: Two')	('Numbers: Six-4742', 'Digit: Six')	('Numbers: Six-4597', 'Digit: Six')	('Numbers: Six-3897', 'Digit: Six')	('Numbers: Three-6513', 'Digit: Three')	('Numbers: Seven-5026', 'Digit: Seven')	('Numbers: Four-6277', 'Digit: Four')	('Numbers: Four-307', 'Digit: Four')	('Numbers: Zero-2589', 'Digit: Zero')	('Numbers: Six-1819', 'Digit: Six')	('Numbers: One-2216', 'Digit: One')	('Numbers: Six-4625', 'Digit: Six')	('Numbers: Nine-6749', 'Digit: Nine')	('Numbers: Seven-5147', 'Digit: Seven')	('Numbers: Seven-791', 'Digit: Seven')	('Numbers: Zero-2997', 'Digit: Zero')	('Numbers: Five-5313', 'Digit: Five')	('Numbers: Four-6502', 'Digit: Four')	('Numbers: Four-2173', 'Digit: Four')	('Numbers: Four-459', 'Digit: Four')	('Numbers: Zero-3729', 'Digit: Zero')	('Numbers: Three-6213', 'Digit: Three')	('Numbers: Five-2201', 'Digit: Five')	('Numbers: Seven-1830', 'Digit: Seven')	('Numbers: Zero-4354', 'Digit: Zero')	('Numbers: Nine-3217', 'Digit: Nine')	('Numbers: Six-4860', 'Digit: Six')	('Numbers: Five-2026', 'Digit: Five')	('Numbers: Six-1078', 'Digit: Six')	('Numbers: Four-756', 'Digit: Four')	('Numbers: Two-771', 'Digit: Two')	('Numbers: Seven-1815', 'Digit: Seven')	('Numbers: Zero-69', 'Digit: Zero')	('Numbers: Five-517', 'Digit: Five')	('Numbers: One-282', 'Digit: One')	('Numbers: One-3358', 'Digit: One')	('Numbers: Eight-2356', 'Digit: Eight')	('Numbers: Five-1369', 'Digit: Five')	('Numbers: Seven-136', 'Digit: Seven')	('Numbers: Nine-3632', 'Digit: Nine')	('Numbers: One-5942', 'Digit: One')	('Numbers: Nine-3381', 'Digit: Nine')	('Numbers: Five-254', 'Digit: Five')	('Numbers: Seven-2310', 'Digit: Seven')	('Numbers: Seven-6546', 'Digit: Seven')	('Numbers: Nine-2265', 'Digit: Nine')	('Numbers: Nine-6823', 'Digit: Nine')	('Numbers: Four-2860', 'Digit: Four')	('Numbers: Seven-1241', 'Digit: Seven')	('Numbers: Six-3933', 'Digit: Six')	('Numbers: Zero-4387', 'Digit: Zero')	('Numbers: Two-681', 'Digit: Two')	('Numbers: Two-1467', 'Digit: Two')	('Numbers: Two-604', 'Digit: Two')	('Numbers: Three-6923', 'Digit: Three')	('Numbers: Three-1236', 'Digit: Three')	('Numbers: Six-5538', 'Digit: Six')	('Numbers: Two-2505', 'Digit: Two')	('Numbers: One-3389', 'Digit: One')	('Numbers: Two-6745', 'Digit: Two')	('Numbers: Six-991', 'Digit: Six')	('Numbers: One-5367', 'Digit: One')	('Numbers: Zero-4025', 'Digit: Zero')	('Numbers: Two-815', 'Digit: Two')	('Numbers: Seven-1293', 'Digit: Seven')	('Numbers: Nine-1222', 'Digit: Nine')	('Numbers: Nine-4416', 'Digit: Nine')	('Numbers: Eight-1341', 'Digit: Eight')	('Numbers: Four-4925', 'Digit: Four')	('Numbers: Four-1148', 'Digit: Four')	('Numbers: One-3820', 'Digit: One')	('Numbers: Four-6380', 'Digit: Four')	('Numbers: Seven-4339', 'Digit: Seven')	('Numbers: Eight-5763', 'Digit: Eight')	('Numbers: Seven-6757', 'Digit: Seven')	('Numbers: Six-3632', 'Digit: Six')	('Numbers: Six-1245', 'Digit: Six')	('Numbers: Six-185', 'Digit: Six')	('Numbers: Nine-2661', 'Digit: Nine')	('Numbers: Eight-5400', 'Digit: Eight')	('Numbers: Five-4818', 'Digit: Five')	('Numbers: Two-3886', 'Digit: Two')	('Numbers: Six-990', 'Digit: Six')	('Numbers: One-5209', 'Digit: One')	('Numbers: Five-6071', 'Digit: Five')	('Numbers: Two-5864', 'Digit: Two')	('Numbers: Five-5793', 'Digit: Five')	('Numbers: One-1519', 'Digit: One')	('Numbers: Nine-5532', 'Digit: Nine')	('Numbers: Eight-5622', 'Digit: Eight')	('Numbers: Six-3402', 'Digit: Six')	('Numbers: Six-5617', 'Digit: Six')
pos_8-20	0	0	0	194	125	0	200	0	0	0	0	0	0	0	6	35	253	0	0	0	39	254	0	253	0	208	248	95	65	0	0	253	60	156	0	222	0	0	192	252	253	254	0	0	0	0	252	0	253	0	0	42	253	46	0	0	0	0	254	0	0	169	254	0	0	0	0	255	0	0	107	0	0	5	34	127	0	0	0	0	0	0	252	0	0	0	0	197	0	0	0	0	0	62	0	0	0	0	0	0
pos_8-21	0	0	0	27	253	0	0	0	0	0	0	0	0	0	0	154	87	0	0	0	0	244	0	43	0	254	254	251	0	0	0	253	131	251	0	118	0	0	254	211	88	250	0	0	0	0	176	0	197	0	0	247	249	0	0	0	0	0	235	0	0	0	39	0	0	0	0	128	0	0	3	0	0	0	0	144	0	0	0	0	0	10	48	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-22	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	37	0	0	0	138	129	210	80	0	0	212	252	253	0	0	0	0	199	25	0	186	0	0	0	0	0	0	11	0	0	209	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	1	3	102	0	0	0	220	96	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79
pos_8-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
pos_8-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	17	0	0	0	252	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-6	0	0	0	0	15	0	0	0	128	0	0	0	0	103	0	212	0	0	0	0	0	0	0	0	255	0	0	0	0	199	0	29	0	0	0	0	0	0	0	252	0	0	0	0	0	0	158	0	0	0	252	0	0	0	0	0	133	0	0	0	31	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-7	0	0	0	0	131	0	0	0	96	0	0	0	0	253	0	252	0	0	0	0	1	0	0	0	255	0	0	0	0	55	0	191	47	13	0	0	0	0	0	228	0	0	0	0	23	0	129	130	0	0	252	0	0	0	0	0	254	0	0	0	253	28	0	24	0	0	0	0	0	0	3	0	0	0	0	0	23	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-8	0	0	0	0	225	0	0	0	64	0	0	54	0	253	99	252	0	0	0	64	169	0	41	29	255	0	0	5	0	0	0	138	225	253	0	0	0	0	0	224	120	0	0	0	252	0	144	254	0	0	82	0	130	0	13	84	254	0	0	0	253	0	0	25	11	0	0	0	0	0	120	0	0	0	0	0	253	0	0	0	0	251	31	0	0	0	0	25	12	0	0	0	0	0	0	0	19	0	92	7
pos_9-9	0	0	0	0	211	0	24	0	48	0	0	254	0	253	254	247	235	0	0	252	253	38	252	252	0	0	0	184	0	0	0	219	252	253	7	0	0	0	0	252	253	0	0	0	252	0	172	254	0	57	0	0	236	0	194	254	254	228	0	0	249	0	0	25	215	0	0	0	0	0	253	0	0	3	0	0	253	0	0	114	0	149	225	0	0	0	19	254	160	0	0	0	0	0	0	0	193	137	254	55
pos_9-10	87	186	0	0	241	0	206	0	0	0	0	254	0	253	195	54	181	0	0	253	253	247	252	253	0	91	0	252	0	0	17	253	180	250	160	0	0	102	0	252	253	0	0	0	221	0	172	171	0	255	0	0	250	0	252	255	254	253	93	0	198	0	0	4	246	0	0	191	18	0	253	0	50	127	18	0	131	0	0	255	0	103	242	0	0	0	254	227	206	0	0	0	0	0	0	0	254	254	254	70
pos_9-11	254	252	102	0	142	16	254	0	0	120	0	254	0	253	0	0	0	2	0	189	245	254	252	252	0	143	6	131	0	0	233	253	17	210	251	0	0	254	0	252	118	0	0	0	72	0	172	67	0	198	0	0	253	17	252	31	254	253	254	0	32	0	47	0	2	0	0	255	202	0	229	44	160	252	202	0	0	0	0	226	54	147	41	183	0	29	254	15	99	0	50	0	0	0	170	0	254	222	158	253
pos_9-12	254	252	253	233	0	222	254	0	0	248	0	254	52	149	0	0	0	133	0	5	128	254	250	118	191	0	187	0	0	6	254	253	0	36	67	199	0	128	63	252	0	0	0	0	0	86	172	29	0	0	0	80	253	174	128	0	254	65	254	0	0	0	240	0	0	0	0	255	254	170	131	239	66	246	254	0	0	0	234	0	78	253	83	253	128	199	69	0	8	0	253	0	0	0	255	0	254	10	1	254
pos_9-13	246	140	212	253	0	252	200	0	0	253	137	153	234	146	0	0	0	252	143	0	52	208	225	0	255	0	254	0	0	30	216	253	188	0	0	253	4	0	62	252	0	24	0	0	0	170	172	0	0	0	0	237	251	253	22	0	254	0	182	0	0	0	253	0	0	0	93	255	254	255	27	116	45	116	230	0	0	0	254	0	78	253	249	253	255	253	0	0	0	0	253	68	46	0	29	64	254	0	0	106
pos_9-14	74	0	0	42	0	252	82	0	0	86	254	0	254	146	0	0	0	253	252	0	0	204	225	0	255	0	222	0	32	210	66	253	221	0	0	254	164	0	0	253	0	84	100	255	0	255	39	46	0	0	0	254	191	195	0	0	219	0	0	0	0	0	223	72	0	0	252	255	175	253	0	0	46	20	72	0	0	0	42	0	155	204	252	253	255	253	0	128	0	0	234	253	120	0	0	255	254	0	0	0
pos_9-15	0	0	0	0	0	125	21	157	0	0	254	0	227	226	0	0	0	252	244	0	0	204	175	0	255	0	25	0	118	252	66	197	8	0	0	253	249	0	0	252	0	110	254	253	52	198	39	206	37	0	0	254	134	40	0	0	189	0	0	157	11	0	93	253	0	69	230	255	0	255	0	0	67	0	0	204	0	30	0	114	253	27	95	245	255	253	198	254	0	0	134	253	8	0	0	255	254	68	0	0
pos_9-16	0	0	0	15	0	0	0	214	112	0	141	0	17	253	0	0	0	205	26	0	238	135	114	0	64	0	0	0	253	252	66	177	69	0	0	232	102	122	0	252	0	216	255	253	243	0	39	254	177	170	0	255	105	0	0	0	254	0	0	254	161	0	253	253	0	253	0	128	0	84	0	128	227	0	0	253	100	225	0	255	253	0	19	21	128	136	250	254	27	0	0	16	0	0	0	255	254	254	0	0
pos_9-17	0	0	0	105	0	0	3	0	255	0	24	0	0	229	46	0	0	72	0	0	253	116	113	0	0	0	0	0	253	252	66	177	0	0	0	173	0	254	0	252	0	254	15	225	252	0	39	183	253	255	0	239	84	0	169	121	254	0	0	11	253	168	254	214	2	253	0	128	0	0	75	254	252	6	0	63	253	254	0	198	166	0	54	0	0	11	120	254	74	107	0	0	0	65	0	255	254	247	0	0
pos_9-18	0	0	0	253	0	0	211	0	159	0	0	0	0	52	254	0	0	0	0	0	253	208	150	29	0	0	1	0	254	159	66	214	0	0	0	115	0	148	0	252	44	254	0	0	252	0	208	9	253	0	0	156	17	229	252	254	253	0	170	0	253	253	253	0	72	109	0	255	0	0	134	186	252	227	4	0	253	161	0	0	18	0	221	0	0	0	0	254	218	254	0	0	0	248	0	0	254	8	0	0
pos_9-19	0	0	0	253	0	0	254	0	0	0	0	0	0	0	175	0	111	0	0	0	253	254	225	252	0	108	116	0	253	0	66	253	0	0	0	64	0	0	20	252	239	207	0	0	203	0	252	0	253	0	0	163	17	253	28	176	145	0	254	0	160	251	254	0	53	0	0	255	0	0	248	0	0	253	189	0	55	0	0	0	0	0	252	0	0	0	0	254	191	24	0	0	0	254	0	0	178	0	0	0
pos_9-20	0	0	0	132	6	0	200	0	0	0	0	0	0	0	0	194	254	0	0	0	227	243	226	253	0	254	250	198	219	0	95	253	0	0	0	13	0	0	204	252	253	134	0	0	10	0	239	0	253	0	0	247	29	113	0	0	0	0	254	0	0	168	253	0	0	0	0	255	0	0	253	0	0	20	128	0	0	0	0	0	0	12	190	0	0	0	0	254	114	0	0	0	0	122	0	0	15	0	0	0
pos_9-21	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	252	187	0	0	0	44	78	225	167	0	216	242	252	0	0	39	253	21	150	0	0	0	0	254	252	227	59	0	0	0	0	63	0	142	0	0	254	222	0	0	0	0	0	235	0	0	0	19	0	0	0	0	64	0	0	119	0	0	0	0	10	0	0	0	0	0	179	18	0	0	0	0	254	9	0	0	0	0	0	0	0	0	0	0	0
pos_9-22	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	225	0	0	7	48	184	213	0	0	97	112	253	0	0	0	0	84	159	45	0	0	0	0	0	0	0	0	0	0	169	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-23	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	175	0	0	0	0	0	183	0	0	0	244	253	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79
pos_9-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
pos_9-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	191	0	0	0	0	28	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-6	0	0	0	0	149	0	0	0	0	0	0	0	0	197	0	252	0	0	0	0	0	0	0	0	255	0	0	0	0	118	0	97	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	58	0	0	252	0	0	0	0	0	4	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-7	0	0	0	0	253	0	0	0	0	0	0	0	0	253	0	252	0	0	0	0	6	0	0	0	191	0	0	0	0	63	0	253	145	28	0	0	0	0	0	28	0	0	0	0	23	0	0	254	0	0	252	0	0	0	0	0	93	0	0	0	253	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	23	16	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-8	0	0	0	0	216	0	0	0	0	0	0	54	0	253	98	247	123	0	0	73	253	18	0	29	64	0	0	109	0	0	0	253	252	253	0	0	0	0	0	20	153	0	0	0	252	0	0	254	0	29	73	0	92	0	141	84	148	0	0	0	253	0	0	0	36	0	0	64	0	0	253	0	0	0	0	0	253	0	0	29	0	246	129	0	0	0	0	25	186	0	0	0	0	0	0	0	178	0	220	9
pos_10-9	22	0	0	0	73	0	151	0	0	0	0	254	0	235	253	107	252	0	0	252	253	213	26	253	0	26	0	252	0	0	0	253	252	250	29	0	0	0	0	84	253	0	0	0	252	0	0	13	0	255	52	0	253	0	253	254	184	228	0	0	222	0	0	0	254	0	0	191	0	0	253	0	0	128	18	0	253	0	0	255	0	67	252	0	0	0	19	254	246	0	0	0	0	0	0	0	254	122	254	81
pos_10-10	213	186	31	0	239	0	254	0	0	119	0	254	0	71	182	0	181	0	0	253	253	254	200	255	0	240	0	252	0	0	43	253	72	134	255	0	0	182	0	84	253	0	0	0	93	57	0	1	0	226	0	0	253	0	253	254	137	253	200	0	0	0	0	0	193	0	0	255	135	0	207	0	0	253	176	0	94	0	0	255	0	32	156	167	0	0	254	254	69	0	100	0	0	0	0	0	254	254	231	227
pos_10-11	253	252	193	0	72	109	254	0	0	249	19	254	132	56	0	0	0	112	0	159	124	254	238	215	64	206	123	45	84	0	247	253	0	0	192	89	0	225	0	84	69	0	0	0	0	198	0	0	0	0	0	97	220	198	128	31	99	253	254	0	0	0	0	0	0	0	0	255	254	0	30	0	0	242	254	0	0	0	0	86	0	253	0	247	64	198	254	41	0	0	248	0	0	0	114	0	254	182	17	253
pos_10-12	253	252	254	197	0	252	158	0	0	253	137	249	249	2	0	0	0	252	0	0	0	206	255	31	255	0	254	0	130	45	254	199	0	0	0	245	0	32	0	135	0	0	0	0	0	255	0	0	0	0	0	253	77	254	0	0	26	45	254	0	0	0	41	0	0	0	0	255	254	168	0	0	0	73	199	0	0	0	233	0	0	229	0	253	255	253	37	0	0	0	253	0	53	0	255	0	254	0	0	244
pos_10-13	126	106	91	252	0	252	4	0	0	154	252	0	254	0	0	0	0	252	229	0	0	9	253	0	255	0	254	0	189	252	254	198	23	0	0	253	111	0	0	89	0	169	0	48	0	255	0	0	0	0	0	254	25	169	0	0	13	0	182	0	0	0	145	0	0	0	93	255	197	253	0	0	0	0	33	0	0	0	253	0	0	155	128	253	255	253	0	0	0	0	253	145	201	0	86	191	238	0	0	33
pos_10-14	47	0	0	77	0	168	0	0	0	1	254	0	254	0	0	0	0	253	252	0	0	0	253	0	128	0	74	0	239	253	254	87	60	0	0	247	254	0	0	84	0	254	191	253	0	198	0	0	7	0	0	155	0	0	0	0	7	0	0	0	0	0	214	59	0	39	253	128	23	251	0	0	0	0	0	0	0	0	42	0	5	63	250	207	255	253	0	12	0	0	110	253	254	0	0	255	238	0	0	0
pos_10-15	0	0	0	50	0	0	0	207	0	0	192	0	252	61	0	0	0	252	241	0	0	0	253	0	0	0	0	0	254	252	254	17	3	0	0	96	135	4	0	84	0	254	254	252	0	255	0	19	146	57	0	104	0	0	0	0	2	0	0	115	69	0	173	253	28	224	255	0	0	253	0	43	43	0	0	204	0	0	0	170	72	0	253	34	191	231	219	67	0	0	0	236	157	0	0	255	254	18	0	0
pos_10-16	0	0	0	185	0	0	16	164	191	0	18	0	206	253	0	0	0	170	0	0	238	0	255	0	0	0	0	0	228	164	254	0	0	0	0	25	0	191	0	84	0	233	254	252	123	198	0	164	253	255	0	144	0	0	16	0	120	0	0	254	253	141	253	253	197	253	92	0	0	83	0	231	246	0	0	253	100	206	0	255	213	0	212	0	0	114	254	123	0	0	0	13	35	0	0	255	254	254	0	0
pos_10-17	0	0	0	252	0	0	145	0	239	0	0	0	88	253	153	0	0	45	0	0	253	59	253	0	0	0	0	0	196	118	254	0	0	0	0	0	0	254	0	84	0	207	15	99	252	170	64	254	253	226	0	241	0	93	216	89	254	0	0	11	253	253	254	214	238	226	0	191	0	0	0	254	252	100	2	238	253	254	0	170	250	0	252	0	0	0	178	128	0	107	0	0	53	125	0	128	254	173	0	0
pos_10-18	0	0	0	231	0	0	254	0	16	0	0	0	5	122	253	0	0	93	0	0	253	211	253	29	0	46	10	0	176	14	254	125	0	0	0	0	0	32	23	170	0	125	0	0	252	170	241	24	243	0	0	254	0	254	253	254	254	0	104	0	253	254	253	0	254	3	0	255	0	0	0	96	252	254	93	0	253	220	0	0	200	0	252	0	0	0	0	209	16	254	0	0	48	254	0	0	254	0	0	0
pos_10-19	0	0	0	80	0	0	254	0	0	0	0	0	0	0	138	37	10	45	0	0	253	254	253	253	0	241	254	44	244	0	254	253	0	0	0	0	0	0	155	218	152	11	0	0	164	226	252	0	222	0	0	254	0	254	28	176	241	0	254	0	79	196	254	0	250	0	0	255	0	0	120	0	0	169	191	0	86	20	0	0	0	56	212	0	0	0	0	254	131	24	0	0	103	254	0	0	254	0	0	0
