	('Numbers: Two-6454', 'Digit: Two')	('Numbers: Seven-4107', 'Digit: Seven')	('Numbers: Two-1266', 'Digit: Two')	('Numbers: Seven-4453', 'Digit: Seven')	('Numbers: Nine-1124', 'Digit: Nine')	('Numbers: Five-4731', 'Digit: Five')	('Numbers: Eight-3406', 'Digit: Eight')	('Numbers: Three-6237', 'Digit: Three')	('Numbers: Seven-4649', 'Digit: Seven')	('Numbers: Eight-1750', 'Digit: Eight')	('Numbers: Eight-4604', 'Digit: Eight')	('Numbers: Six-4615', 'Digit: Six')	('Numbers: Zero-1358', 'Digit: Zero')	('Numbers: Three-2169', 'Digit: Three')	('Numbers: Three-1800', 'Digit: Three')	('Numbers: Nine-367', 'Digit: Nine')	('Numbers: Eight-3313', 'Digit: Eight')	('Numbers: Eight-5053', 'Digit: Eight')	('Numbers: Zero-4861', 'Digit: Zero')	('Numbers: One-2000', 'Digit: One')	('Numbers: Nine-380', 'Digit: Nine')	('Numbers: Nine-5591', 'Digit: Nine')	('Numbers: Nine-1176', 'Digit: Nine')	('Numbers: Nine-1274', 'Digit: Nine')	('Numbers: Four-440', 'Digit: Four')	('Numbers: One-6191', 'Digit: One')	('Numbers: Nine-2385', 'Digit: Nine')	('Numbers: Zero-1578', 'Digit: Zero')	('Numbers: Seven-192', 'Digit: Seven')	('Numbers: Four-1581', 'Digit: Four')	('Numbers: Four-1418', 'Digit: Four')	('Numbers: Three-6908', 'Digit: Three')	('Numbers: Two-196', 'Digit: Two')	('Numbers: Three-3418', 'Digit: Three')	('Numbers: One-4620', 'Digit: One')	('Numbers: Four-4666', 'Digit: Four')	('Numbers: Seven-3400', 'Digit: Seven')	('Numbers: Eight-2817', 'Digit: Eight')	('Numbers: Eight-3698', 'Digit: Eight')	('Numbers: Zero-5893', 'Digit: Zero')	('Numbers: Eight-4110', 'Digit: Eight')	('Numbers: Three-2232', 'Digit: Three')	('Numbers: Three-550', 'Digit: Three')	('Numbers: Seven-6222', 'Digit: Seven')	('Numbers: Two-1375', 'Digit: Two')	('Numbers: Zero-87', 'Digit: Zero')	('Numbers: Seven-177', 'Digit: Seven')	('Numbers: Seven-5490', 'Digit: Seven')	('Numbers: Five-5151', 'Digit: Five')	('Numbers: Six-5683', 'Digit: Six')	('Numbers: Six-4309', 'Digit: Six')	('Numbers: Zero-3223', 'Digit: Zero')	('Numbers: One-5083', 'Digit: One')	('Numbers: Two-6379', 'Digit: Two')	('Numbers: Five-2067', 'Digit: Five')	('Numbers: Two-5965', 'Digit: Two')	('Numbers: One-5138', 'Digit: One')	('Numbers: One-5827', 'Digit: One')	('Numbers: Eight-5077', 'Digit: Eight')	('Numbers: Nine-5864', 'Digit: Nine')	('Numbers: Eight-4288', 'Digit: Eight')	('Numbers: Zero-6617', 'Digit: Zero')	('Numbers: Four-6078', 'Digit: Four')	('Numbers: Eight-538', 'Digit: Eight')	('Numbers: Eight-699', 'Digit: Eight')	('Numbers: One-6520', 'Digit: One')	('Numbers: Seven-5242', 'Digit: Seven')	('Numbers: Four-1193', 'Digit: Four')	('Numbers: Five-5481', 'Digit: Five')	('Numbers: Zero-2402', 'Digit: Zero')	('Numbers: Two-3998', 'Digit: Two')	('Numbers: Three-1004', 'Digit: Three')	('Numbers: Three-3872', 'Digit: Three')	('Numbers: Three-4269', 'Digit: Three')	('Numbers: Two-2499', 'Digit: Two')	('Numbers: Nine-1744', 'Digit: Nine')	('Numbers: Three-5096', 'Digit: Three')	('Numbers: Zero-44', 'Digit: Zero')	('Numbers: Two-12', 'Digit: Two')	('Numbers: Four-1062', 'Digit: Four')	('Numbers: Seven-3896', 'Digit: Seven')	('Numbers: Four-6417', 'Digit: Four')	('Numbers: One-4148', 'Digit: One')	('Numbers: One-7346', 'Digit: One')	('Numbers: Four-3173', 'Digit: Four')	('Numbers: Seven-6680', 'Digit: Seven')	('Numbers: One-3946', 'Digit: One')	('Numbers: Six-3104', 'Digit: Six')	('Numbers: Zero-4221', 'Digit: Zero')	('Numbers: Eight-2878', 'Digit: Eight')	('Numbers: Two-3441', 'Digit: Two')	('Numbers: Three-6402', 'Digit: Three')	('Numbers: Eight-1512', 'Digit: Eight')	('Numbers: Five-1165', 'Digit: Five')	('Numbers: Eight-6226', 'Digit: Eight')	('Numbers: Six-3943', 'Digit: Six')	('Numbers: Zero-5326', 'Digit: Zero')	('Numbers: Nine-5164', 'Digit: Nine')	('Numbers: Four-5991', 'Digit: Four')	('Numbers: Eight-972', 'Digit: Eight')
pos_9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-3	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-4	0	19	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	218	0	0	0	0	23	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-5	0	156	0	253	173	0	0	100	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	252	0	0	0	0	81	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-6	0	253	0	253	252	0	0	96	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	164	0	0	43	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	252	0	0	2	0	205	0	79	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
pos_9-7	0	252	0	253	91	0	0	251	254	0	236	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	164	0	0	221	0	0	0	20	0	0	0	253	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	253	131	2	0	29	0	239	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	48	17	71	0	0	0	0	124	0
pos_9-8	22	252	0	253	10	0	108	215	254	0	254	0	198	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	253	0	10	0	199	0	0	0	253	0	66	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	156	0	242	0	252	225	185	0	20	0	231	0	0	0	0	0	0	82	254	0	0	0	0	0	0	0	0	0	0	201	169	82	0	0	0	0	254	0
pos_9-9	221	252	0	253	0	0	253	7	254	0	254	0	255	0	0	0	198	252	0	0	0	0	29	0	0	0	0	0	0	0	0	61	0	31	0	7	253	0	253	0	254	0	0	0	253	0	157	0	0	0	0	19	0	252	0	0	0	0	0	0	0	0	254	0	246	0	221	0	254	0	0	0	163	0	0	128	157	0	110	253	115	76	0	0	76	0	0	0	0	0	0	78	225	203	0	64	0	83	183	122
pos_9-10	130	253	0	253	0	0	255	5	254	0	254	0	226	0	0	0	255	134	37	0	96	0	198	0	246	0	0	0	0	0	0	242	0	0	0	204	253	161	253	0	246	0	0	0	253	0	235	0	0	0	0	214	0	158	0	0	0	0	127	35	0	0	228	0	34	0	190	0	216	13	0	0	87	0	0	252	252	25	244	253	0	252	0	0	253	187	0	58	43	79	0	0	252	183	148	255	0	224	0	232
pos_9-11	0	252	0	253	0	0	90	0	254	215	254	0	57	0	0	82	86	0	239	0	253	0	255	73	253	0	8	8	25	182	0	252	0	0	0	253	254	253	225	0	146	0	0	96	253	37	253	0	0	169	123	254	0	143	154	0	0	0	253	154	212	0	31	159	0	0	216	0	173	177	0	0	6	29	0	252	252	201	237	59	0	79	0	0	220	175	0	247	253	253	113	0	252	102	253	255	0	253	0	252
pos_9-12	0	252	0	253	0	0	0	0	254	254	254	0	0	0	0	233	0	0	254	0	251	85	170	224	253	0	168	66	35	254	0	252	0	0	0	255	232	253	75	0	5	0	0	55	253	183	212	0	0	254	253	225	0	205	253	0	168	0	253	253	253	85	0	253	0	0	191	0	170	253	0	0	0	95	0	102	252	253	170	0	36	0	0	0	9	7	0	253	253	211	119	0	252	0	232	255	0	253	0	191
pos_9-13	0	252	60	253	51	0	0	2	254	244	83	194	0	0	0	252	0	0	19	0	198	253	29	237	148	156	249	230	35	254	16	253	0	0	92	222	154	253	0	0	0	0	0	0	253	254	157	0	0	172	253	34	160	144	123	0	253	0	188	253	253	250	0	251	0	64	190	0	6	253	0	0	0	174	0	0	252	253	61	0	142	0	0	0	0	0	42	124	253	25	49	0	252	0	0	191	66	254	0	45
pos_9-14	0	253	255	253	232	11	0	3	254	120	32	238	0	0	0	253	0	0	0	0	80	253	0	112	5	253	119	254	35	211	72	210	12	21	253	25	137	68	0	0	0	36	9	0	253	255	254	0	0	0	221	0	254	143	0	0	251	253	50	210	224	253	0	66	0	253	181	0	0	253	0	19	0	151	0	0	253	218	0	0	253	0	0	40	0	0	253	0	253	0	0	187	156	0	0	0	253	232	0	0
pos_9-15	0	252	253	253	243	33	0	52	243	255	192	253	0	20	149	171	170	0	0	0	0	254	141	25	0	245	10	243	211	14	217	107	0	194	254	0	138	0	0	0	0	210	68	0	253	192	253	0	0	0	35	148	177	143	0	0	253	252	0	140	116	252	0	0	0	255	85	50	0	253	7	194	0	121	0	0	252	0	0	0	254	0	69	231	0	2	253	0	254	0	0	254	141	0	0	0	254	230	0	0
pos_9-16	0	252	253	253	81	96	226	235	176	81	254	251	29	231	254	253	255	0	0	0	37	171	226	0	0	0	0	217	254	0	251	193	117	253	253	29	158	0	0	0	0	253	155	19	253	46	248	17	0	0	0	224	0	143	0	0	196	130	0	44	15	252	0	0	0	241	85	244	0	253	173	253	0	196	128	13	247	0	61	0	254	0	250	253	0	79	253	0	253	0	0	184	47	0	0	0	183	196	0	0
pos_9-17	63	252	253	253	0	187	253	253	210	156	131	139	226	235	160	151	226	0	0	163	251	84	114	0	0	0	0	217	193	0	254	252	254	121	0	216	253	0	0	0	41	241	237	254	253	0	217	242	0	0	0	110	0	191	0	8	0	0	11	44	0	116	0	37	0	79	36	252	0	253	252	84	57	254	253	28	63	0	184	0	254	0	209	241	162	245	23	0	253	0	0	0	201	0	0	0	13	163	124	0
pos_9-18	234	253	253	253	0	249	253	253	253	254	0	10	255	0	0	0	255	0	0	253	180	197	255	90	0	0	0	217	12	116	254	252	156	1	0	253	253	82	0	0	197	35	253	254	115	0	226	253	0	0	0	1	0	252	0	250	0	0	220	2	0	12	110	202	38	0	0	252	0	253	252	0	239	253	253	128	0	0	253	0	211	0	13	82	248	138	0	0	253	0	154	0	252	0	0	0	71	196	254	0
pos_9-19	252	196	255	253	0	193	112	253	64	254	0	0	170	0	0	0	86	0	196	194	1	206	86	0	128	0	0	250	0	254	208	252	0	0	0	253	184	63	0	0	254	0	253	22	0	0	253	253	0	0	0	0	0	252	0	254	0	0	194	34	103	138	254	253	89	0	0	204	0	253	222	0	201	254	219	252	0	0	253	0	221	128	0	0	93	0	0	0	253	0	253	0	252	0	0	0	200	230	183	0
pos_9-20	159	0	253	199	0	85	0	253	0	76	0	0	29	0	0	0	0	0	196	83	0	0	0	0	254	0	0	255	0	254	8	36	0	0	0	151	0	0	0	0	231	0	225	0	0	171	253	75	0	0	0	0	0	169	0	89	0	0	0	188	253	252	189	245	233	0	0	42	0	194	0	0	3	254	39	252	0	0	249	0	254	252	0	0	0	0	0	0	0	32	253	0	252	0	0	0	0	230	0	15
pos_9-21	28	0	253	3	0	3	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	131	254	0	33	0	0	0	0	0	0	0	0	61	48	45	0	125	0	0	254	139	0	0	0	0	0	0	0	0	0	0	0	0	108	253	252	7	92	205	0	0	0	0	30	0	0	0	208	0	213	0	0	143	0	254	215	0	0	0	0	0	0	0	247	253	0	252	0	15	0	0	254	0	173
pos_9-22	0	0	189	0	0	0	0	29	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	240	0	205	109	0	0	0	0	0	0	0	0	0	0	150	253	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	45	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	171	4	0	254	21	0	0	0	0	0	0	0	253	59	0	236	0	192	0	0	228	0	252
pos_9-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	180	0	0	1	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	217	0	0	0	0	0	0	0	0	220	0	0	204	0	253	0	0	21	0	206
pos_9-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	41	0	0	0	0	0	0	0	0	58	0	0	19	0	42	0	0	0	0	12
pos_9-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-3	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-4	0	0	0	120	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	253	0	0	0	0	253	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-5	0	0	0	235	254	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	252	0	0	0	0	200	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-6	0	28	0	246	253	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	177	0	0	0	0	76	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	252	0	0	0	0	174	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
pos_10-7	0	103	0	253	0	0	0	153	95	0	192	0	86	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	81	117	0	0	0	235	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	25	0	232	242	201	0	0	0	57	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	25	252	0	0	0	0	165	0
pos_10-8	0	139	0	253	0	0	19	52	145	0	254	0	255	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	253	0	10	0	254	0	0	0	253	0	253	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	219	0	253	0	238	246	254	0	0	0	0	0	0	13	54	0	0	148	254	0	0	0	0	0	0	0	0	0	0	0	252	82	0	0	0	34	254	0
pos_10-9	25	139	0	253	0	0	214	0	151	0	254	0	255	0	0	21	255	174	0	0	14	0	114	0	0	0	0	0	0	0	0	0	0	0	0	101	244	0	253	0	254	0	0	0	222	0	253	0	0	0	0	130	0	35	0	0	0	0	156	39	0	0	254	0	212	0	252	0	254	0	0	0	0	0	0	204	253	0	0	253	80	255	0	0	75	0	0	0	0	1	0	0	252	0	0	128	0	254	115	112
pos_10-10	0	140	0	253	0	0	253	0	180	0	254	0	29	0	0	214	255	3	186	0	220	0	255	15	254	0	5	29	0	44	0	144	0	0	0	252	94	143	190	0	173	0	0	0	168	0	253	0	0	73	127	254	0	5	0	0	0	0	245	223	139	0	192	0	0	0	252	0	242	27	0	0	0	21	0	253	252	227	85	253	0	103	0	0	253	187	0	224	123	156	0	0	252	0	148	255	0	253	0	252
pos_10-11	0	215	0	253	0	0	243	0	122	214	214	0	0	0	0	253	86	0	253	0	253	48	170	220	253	0	175	86	0	250	15	244	0	0	0	252	69	253	43	0	0	0	0	0	84	146	253	0	0	253	249	254	0	0	57	0	0	0	249	253	250	132	0	59	0	0	252	0	228	253	0	0	0	215	0	194	252	252	56	59	49	0	0	0	220	254	0	253	252	253	0	0	252	0	252	255	0	253	0	252
pos_10-12	0	164	40	248	0	0	175	0	106	253	56	78	0	0	0	224	0	0	179	0	106	207	0	226	192	0	238	254	0	254	100	252	0	0	0	234	6	253	0	0	0	8	0	0	14	253	253	0	0	253	253	192	0	20	178	0	114	0	116	240	220	253	0	253	0	0	253	0	240	253	0	0	0	253	0	13	252	252	0	0	234	0	0	0	9	186	0	228	252	84	0	0	203	0	231	255	21	185	0	232
pos_10-13	0	139	217	235	0	0	0	12	95	216	9	243	0	0	8	122	0	0	3	0	0	253	0	75	5	156	60	254	0	254	198	106	0	0	51	65	0	253	0	0	0	112	10	0	33	253	253	0	0	87	230	0	160	0	246	0	254	0	12	149	48	253	0	251	0	64	252	0	228	253	0	0	0	253	0	0	252	169	0	0	254	0	0	0	0	133	42	13	252	0	0	0	89	0	0	0	216	69	0	27
pos_10-14	0	140	253	235	142	131	0	147	23	12	20	253	0	0	104	0	0	0	0	0	0	218	0	0	0	253	1	221	0	109	254	21	0	110	252	0	0	155	0	0	0	242	156	0	168	192	206	0	0	0	34	0	254	0	192	0	253	253	0	20	18	242	0	58	0	251	252	0	228	253	0	85	0	253	0	0	253	11	0	0	251	0	0	84	0	133	253	0	252	0	0	187	7	0	0	0	249	6	0	0
pos_10-15	0	139	251	235	254	249	147	222	7	231	207	253	0	55	249	0	86	0	0	33	0	88	0	0	0	245	0	88	204	0	244	77	66	253	253	0	0	9	0	0	1	253	253	0	246	14	135	0	0	0	0	0	177	0	26	0	254	252	0	0	0	135	0	0	0	253	252	128	228	57	8	252	0	253	4	0	252	0	0	0	232	0	143	253	0	163	253	0	253	0	0	254	0	0	0	0	232	0	0	0
pos_10-16	60	228	251	235	213	227	249	253	0	171	254	245	0	254	242	255	0	0	0	254	0	41	0	0	0	0	0	0	254	0	197	252	238	253	252	141	80	0	0	0	94	252	253	5	253	0	72	50	0	0	0	225	0	0	0	0	253	119	0	0	0	0	0	30	0	220	252	252	127	154	174	231	13	253	142	0	252	0	209	12	72	0	252	253	42	254	253	0	252	0	0	110	185	0	0	0	9	0	0	0
pos_10-17	234	252	251	235	31	184	252	253	4	253	215	0	86	236	47	131	170	0	0	254	197	49	198	0	0	0	0	0	110	0	254	252	225	78	0	252	253	0	0	0	226	196	253	254	253	0	0	246	0	0	0	254	0	15	0	114	0	0	104	0	21	0	56	176	0	0	242	252	48	250	252	19	211	254	251	4	180	0	253	136	35	0	139	172	241	254	23	0	252	0	0	0	252	0	0	0	0	0	192	0
pos_10-18	252	253	231	252	92	55	252	253	196	250	0	0	255	0	0	11	255	0	0	254	230	68	255	82	0	0	0	0	0	187	232	252	29	0	0	252	253	13	0	0	254	0	176	254	183	0	61	253	0	0	13	151	0	180	0	254	0	0	253	0	99	0	241	249	0	0	197	252	11	253	252	0	222	253	251	128	0	0	253	157	12	53	0	0	183	120	0	0	252	1	136	0	252	0	0	0	83	17	254	0
pos_10-19	252	196	253	253	41	3	237	182	64	121	0	0	255	0	0	51	57	0	195	101	13	185	86	0	135	0	0	77	0	254	68	252	0	0	0	227	184	24	0	0	252	0	93	22	0	16	253	253	0	0	21	0	0	252	0	254	0	0	80	0	202	24	254	253	0	0	119	253	1	253	117	0	35	249	158	253	0	0	213	71	133	255	0	0	0	0	0	0	252	62	253	0	252	0	0	0	208	151	115	14
pos_10-20	25	0	251	253	0	0	226	61	0	0	0	0	170	0	0	21	0	0	245	0	0	0	0	0	254	0	40	156	0	192	0	36	0	0	0	0	0	0	0	0	76	0	9	0	0	239	253	75	0	0	0	0	0	252	0	89	0	0	0	4	253	253	130	166	213	0	7	63	0	253	0	0	0	188	0	253	0	0	105	0	254	144	0	0	0	0	0	0	80	237	253	0	252	0	15	0	0	0	0	173
pos_10-21	0	0	251	5	0	0	24	35	0	0	0	0	29	0	0	0	0	58	33	0	0	0	0	0	253	0	249	254	0	5	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	253	36	0	17	0	0	0	0	0	0	0	0	0	0	1	253	253	0	25	253	0	0	0	0	60	0	0	0	63	0	226	0	0	0	0	254	0	0	0	0	0	0	0	0	252	253	0	171	0	140	0	0	220	0	252
pos_10-22	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	174	0	180	254	0	0	0	0	0	0	0	0	0	0	14	233	0	0	0	0	0	99	0	0	11	0	0	0	0	0	0	0	0	0	0	0	253	46	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	247	0	0	0	0	0	0	0	0	168	147	0	48	0	252	0	0	253	0	252
pos_10-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	62	0	0	0	0	0	0	0	0	34	0	0	0	0	231	0	0	46	0	252
pos_10-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	116
pos_10-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
