	('Numbers: Six-5412', 'Digit: Six')	('Numbers: Eight-2745', 'Digit: Eight')	('Numbers: Six-6037', 'Digit: Six')	('Numbers: One-1273', 'Digit: One')	('Numbers: One-598', 'Digit: One')	('Numbers: Four-1005', 'Digit: Four')	('Numbers: Seven-1977', 'Digit: Seven')	('Numbers: Seven-2666', 'Digit: Seven')	('Numbers: Five-5014', 'Digit: Five')	('Numbers: Nine-4486', 'Digit: Nine')	('Numbers: Six-6621', 'Digit: Six')	('Numbers: Two-4846', 'Digit: Two')	('Numbers: Three-1486', 'Digit: Three')	('Numbers: Six-1951', 'Digit: Six')	('Numbers: One-3429', 'Digit: One')	('Numbers: Four-2228', 'Digit: Four')	('Numbers: Two-3769', 'Digit: Two')	('Numbers: One-681', 'Digit: One')	('Numbers: Five-2810', 'Digit: Five')	('Numbers: Seven-87', 'Digit: Seven')	('Numbers: Eight-5682', 'Digit: Eight')	('Numbers: Two-4199', 'Digit: Two')	('Numbers: One-7523', 'Digit: One')	('Numbers: Eight-4301', 'Digit: Eight')	('Numbers: Five-6210', 'Digit: Five')	('Numbers: Eight-4909', 'Digit: Eight')	('Numbers: Four-1754', 'Digit: Four')	('Numbers: Seven-846', 'Digit: Seven')	('Numbers: Five-3968', 'Digit: Five')	('Numbers: Zero-4847', 'Digit: Zero')	('Numbers: Four-3079', 'Digit: Four')	('Numbers: Two-5022', 'Digit: Two')	('Numbers: Seven-6162', 'Digit: Seven')	('Numbers: Six-1968', 'Digit: Six')	('Numbers: Zero-1752', 'Digit: Zero')	('Numbers: Three-1116', 'Digit: Three')	('Numbers: One-779', 'Digit: One')	('Numbers: Six-2739', 'Digit: Six')	('Numbers: Six-5802', 'Digit: Six')	('Numbers: One-1141', 'Digit: One')	('Numbers: Six-4825', 'Digit: Six')	('Numbers: Eight-6079', 'Digit: Eight')	('Numbers: Nine-2694', 'Digit: Nine')	('Numbers: Eight-5120', 'Digit: Eight')	('Numbers: Five-266', 'Digit: Five')	('Numbers: Five-610', 'Digit: Five')	('Numbers: Three-3565', 'Digit: Three')	('Numbers: Five-2641', 'Digit: Five')	('Numbers: Five-3873', 'Digit: Five')	('Numbers: Seven-3338', 'Digit: Seven')	('Numbers: Nine-2432', 'Digit: Nine')	('Numbers: Zero-1570', 'Digit: Zero')	('Numbers: Two-4134', 'Digit: Two')	('Numbers: Four-6635', 'Digit: Four')	('Numbers: Zero-6517', 'Digit: Zero')	('Numbers: Three-577', 'Digit: Three')	('Numbers: One-2438', 'Digit: One')	('Numbers: Three-1150', 'Digit: Three')	('Numbers: Seven-7076', 'Digit: Seven')	('Numbers: Three-4759', 'Digit: Three')	('Numbers: Four-3569', 'Digit: Four')	('Numbers: Two-4095', 'Digit: Two')	('Numbers: Eight-3781', 'Digit: Eight')	('Numbers: Seven-3928', 'Digit: Seven')	('Numbers: Zero-2194', 'Digit: Zero')	('Numbers: Four-5574', 'Digit: Four')	('Numbers: Seven-1917', 'Digit: Seven')	('Numbers: Five-3163', 'Digit: Five')	('Numbers: Seven-1900', 'Digit: Seven')	('Numbers: Five-5339', 'Digit: Five')	('Numbers: Nine-1420', 'Digit: Nine')	('Numbers: One-3830', 'Digit: One')	('Numbers: Three-494', 'Digit: Three')	('Numbers: Four-1890', 'Digit: Four')	('Numbers: Three-1440', 'Digit: Three')	('Numbers: Nine-1134', 'Digit: Nine')	('Numbers: Eight-1420', 'Digit: Eight')	('Numbers: Two-5060', 'Digit: Two')	('Numbers: Six-5137', 'Digit: Six')	('Numbers: Four-4197', 'Digit: Four')	('Numbers: Eight-1014', 'Digit: Eight')	('Numbers: One-1537', 'Digit: One')	('Numbers: Two-596', 'Digit: Two')	('Numbers: One-1152', 'Digit: One')	('Numbers: Two-1650', 'Digit: Two')	('Numbers: One-1857', 'Digit: One')	('Numbers: Three-4425', 'Digit: Three')	('Numbers: One-5739', 'Digit: One')	('Numbers: Seven-2546', 'Digit: Seven')	('Numbers: Two-2406', 'Digit: Two')	('Numbers: Four-5075', 'Digit: Four')	('Numbers: Three-6805', 'Digit: Three')	('Numbers: Four-4893', 'Digit: Four')	('Numbers: Nine-2721', 'Digit: Nine')	('Numbers: Zero-4198', 'Digit: Zero')	('Numbers: Two-4837', 'Digit: Two')	('Numbers: Seven-5045', 'Digit: Seven')	('Numbers: Zero-4403', 'Digit: Zero')	('Numbers: Two-3210', 'Digit: Two')	('Numbers: Five-3960', 'Digit: Five')
pos_9-6	0	112	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	62	18	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	254	0	0	0	0	184	0	253	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	105	0	0	0	120	0	0	0	0	0	228	0	252	0	0	217
pos_9-7	0	188	39	0	0	108	2	252	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	253	239	222	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	57	254	0	0	0	0	253	0	253	0	149	0	0	0	0	204	0	0	0	0	0	156	0	0	0	0	181	0	0	0	160	0	141	0	104	0	253	0	252	0	0	251
pos_9-8	88	188	246	0	0	254	122	253	0	14	0	0	0	0	0	9	29	0	0	254	0	0	0	0	0	209	252	253	15	0	0	0	0	0	49	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	90	244	254	0	0	128	0	130	0	253	0	254	0	130	0	0	252	0	0	0	0	0	209	0	0	0	0	39	0	55	0	229	0	254	0	253	81	205	0	253	0	0	251
pos_9-9	252	188	253	0	0	254	253	252	0	124	0	0	0	0	0	215	51	0	0	254	0	0	0	0	0	0	79	253	223	113	36	0	181	0	253	0	0	0	0	0	8	253	0	231	0	193	0	0	0	41	0	0	128	230	74	228	0	22	252	218	0	0	255	3	2	0	253	0	254	0	253	0	0	45	0	0	43	0	0	0	0	0	0	0	0	0	129	0	245	0	254	0	253	247	0	155	252	0	0	72
pos_9-10	252	188	253	0	0	254	253	252	108	253	225	0	0	28	0	253	27	0	0	244	229	0	0	128	44	0	0	253	253	254	241	0	252	0	253	0	35	91	0	0	55	222	0	254	0	253	0	0	0	222	0	0	255	254	213	254	0	0	253	15	28	0	255	40	0	0	253	0	254	76	167	0	0	0	0	0	230	0	0	0	93	0	0	0	0	0	72	0	242	0	121	0	253	253	0	253	252	29	0	30
pos_9-11	253	207	140	0	0	254	253	252	248	253	253	0	0	207	54	253	0	0	0	161	253	0	0	255	244	0	0	253	253	217	254	0	252	85	251	0	0	244	0	0	226	0	134	254	68	254	0	0	0	253	191	0	255	254	249	254	0	0	252	0	211	0	255	122	0	0	253	41	254	254	9	0	0	0	0	30	253	0	0	0	254	0	0	0	0	0	7	0	229	0	0	0	11	253	0	255	252	198	0	0
pos_9-12	154	254	0	0	0	254	247	252	240	188	240	0	0	253	247	114	0	0	0	8	114	0	0	255	254	0	0	253	253	86	214	0	252	252	57	0	0	254	254	0	226	0	254	254	245	91	0	0	5	251	255	0	255	185	253	254	0	45	252	25	253	0	128	227	0	49	253	253	254	196	0	0	0	0	0	231	178	0	73	0	107	0	0	0	0	0	0	0	229	0	0	0	0	253	0	253	252	246	0	0
pos_9-13	12	254	0	0	0	93	231	253	222	77	42	0	0	253	219	0	0	0	0	0	0	0	6	255	254	0	0	253	253	4	0	123	184	253	0	0	0	155	253	0	143	0	253	157	253	0	0	0	209	243	255	0	191	0	253	254	203	252	252	231	251	0	0	253	29	206	253	252	254	5	0	152	0	0	0	144	48	0	80	0	0	0	0	253	7	62	0	234	229	0	0	0	0	253	0	247	253	253	0	0
pos_9-14	0	254	0	0	0	0	122	201	254	0	0	0	42	86	201	0	0	29	0	34	0	64	211	255	254	0	0	253	253	0	0	83	50	84	0	0	160	0	71	0	0	0	244	84	162	0	0	48	253	243	255	64	128	0	251	254	254	253	252	255	118	90	0	247	253	253	253	61	254	0	0	252	0	0	0	150	0	0	245	0	0	35	0	234	207	247	6	254	220	0	0	0	0	253	0	135	252	245	0	0
pos_9-15	0	254	0	155	0	0	44	208	254	0	0	0	243	0	253	0	0	219	0	118	0	127	254	255	254	0	0	253	247	0	0	19	5	0	0	171	246	0	0	0	0	0	103	0	0	0	19	78	252	150	255	191	64	0	203	254	254	252	253	254	2	253	0	200	170	120	253	0	254	0	62	102	0	0	0	254	0	0	248	0	0	239	84	38	255	254	135	254	154	11	48	0	0	253	32	11	252	94	0	0
pos_9-16	0	254	0	253	0	0	2	252	254	0	0	36	143	0	84	10	0	252	0	247	0	127	239	255	254	0	0	253	198	0	160	170	96	0	0	252	253	0	0	42	0	27	0	0	0	0	235	33	236	149	255	255	0	0	82	175	84	88	193	205	168	253	0	150	0	230	253	0	254	0	215	0	0	0	143	166	0	60	95	0	0	254	253	0	199	253	229	233	154	173	254	64	0	172	129	22	252	2	136	0
pos_9-17	0	254	0	253	65	0	23	252	254	0	0	222	0	0	0	253	149	252	0	254	0	106	0	255	229	0	0	253	198	0	254	253	96	0	7	252	156	0	0	233	0	220	0	231	5	0	224	0	53	149	255	255	0	148	22	30	0	0	227	8	253	218	255	253	0	209	253	0	254	0	185	0	126	108	241	0	0	254	0	23	34	40	253	0	0	67	252	0	234	248	254	255	0	68	226	245	252	16	228	0
pos_9-18	0	231	0	253	237	0	253	229	254	76	0	253	0	0	0	253	253	252	0	254	51	81	0	128	203	143	0	253	198	0	248	229	96	0	206	171	4	0	0	252	0	253	0	254	23	0	0	0	0	180	255	255	64	254	9	0	0	0	252	0	226	0	255	220	12	9	253	0	254	0	0	0	253	252	253	0	0	254	0	254	244	0	253	0	0	0	252	0	253	21	241	255	5	22	253	253	229	253	21	0
pos_9-19	0	188	0	218	253	7	253	21	254	140	0	253	0	0	0	253	253	202	61	254	202	0	0	255	85	253	36	253	126	0	80	46	208	0	253	8	0	0	0	241	0	253	0	228	6	0	0	0	0	253	255	191	128	255	155	0	0	0	252	0	0	0	255	29	184	0	253	0	247	0	0	0	219	253	174	0	0	215	0	92	235	0	104	0	0	0	139	0	122	0	0	255	192	0	253	161	53	253	0	0
pos_9-20	0	114	0	0	253	204	131	0	254	0	0	116	0	0	0	182	218	17	127	254	253	0	0	255	18	236	242	253	88	0	0	0	252	0	247	0	0	0	0	97	0	253	254	68	0	0	0	0	0	252	191	128	255	187	253	0	0	0	253	0	0	0	0	34	253	0	135	0	23	0	0	0	0	182	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	253	0	173	0	0	237	0	0
pos_9-21	0	84	0	0	188	255	0	0	254	0	0	0	0	0	0	4	0	0	227	254	253	0	0	128	10	21	252	75	8	219	0	0	240	0	38	0	0	0	0	0	0	177	253	0	0	0	0	0	0	128	64	128	255	0	253	0	0	0	206	0	0	0	0	97	209	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	253	0	49	0	0	0	0	0
pos_9-22	0	172	0	0	7	254	0	0	254	0	0	0	0	0	0	0	0	0	244	118	96	0	0	0	0	0	145	0	0	177	0	0	31	0	0	0	0	0	0	0	0	10	196	0	0	0	0	67	0	0	0	255	255	0	238	0	0	0	0	0	0	0	0	5	23	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	218	0	0	0	0	0	0	0
pos_9-23	0	254	0	0	0	254	0	0	254	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	255	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
pos_9-24	0	236	0	0	0	161	0	0	254	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-25	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
pos_10-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	0	0	0	19	30	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	252	0	0	0
pos_10-6	0	237	0	0	0	9	0	169	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	32	189	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	173	0	0	0	0	237	0	253	0	0	0	0	0	0	84	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	38	0	35	0	253	0	252	0	0	218
pos_10-7	73	254	208	0	0	216	95	252	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	240	253	253	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	251	0	0	0	0	252	0	253	0	75	0	32	0	0	253	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	238	0	250	38	253	0	252	0	0	253
pos_10-8	234	240	253	0	0	253	253	253	0	151	0	0	0	0	0	165	0	0	0	254	0	8	0	0	0	245	191	253	61	0	0	0	56	0	151	0	0	0	0	0	0	253	0	0	0	0	0	0	0	79	0	0	0	70	69	0	0	0	211	253	0	0	0	82	78	0	253	0	229	0	237	0	0	253	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	254	0	253	250	205	0	253	5	0	72
pos_10-9	252	228	253	0	0	254	253	252	0	253	76	0	0	0	0	253	0	0	0	232	0	78	0	64	6	96	0	253	253	147	105	0	229	0	253	0	0	14	0	0	145	253	38	122	0	152	0	0	0	216	0	0	64	254	235	12	0	0	252	150	28	0	255	205	0	0	240	0	211	3	227	0	0	107	0	0	93	0	0	0	7	0	0	0	0	0	0	0	30	0	224	0	253	170	0	186	252	31	0	0
pos_10-10	252	239	206	0	0	253	253	245	124	237	243	0	0	126	190	253	0	0	0	88	229	114	0	255	132	8	0	253	253	248	253	0	252	0	253	0	0	194	0	0	146	222	153	244	62	252	0	0	0	253	255	0	255	253	253	19	0	0	253	0	217	0	255	253	0	0	235	31	105	136	6	0	0	0	0	0	253	0	0	0	204	0	0	0	0	0	0	0	26	0	22	0	253	7	0	252	252	199	0	0
pos_10-11	240	198	11	0	0	253	220	223	254	95	253	0	0	253	254	164	0	0	0	0	253	189	0	255	254	0	0	253	253	73	254	0	252	85	137	0	0	254	151	0	5	0	254	253	240	213	0	1	0	227	255	0	191	232	253	60	0	0	252	0	253	0	255	253	0	17	235	233	105	239	0	0	0	0	0	164	255	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	67	7	0	253	252	253	0	0
pos_10-12	24	125	0	0	0	236	90	145	254	3	155	0	0	253	237	7	0	0	0	0	114	197	0	255	254	0	0	234	238	0	145	0	234	253	0	0	0	253	255	0	0	0	254	254	254	10	0	85	160	69	255	0	64	38	253	60	0	45	252	123	250	0	128	204	0	176	235	254	105	44	0	0	0	0	44	184	92	0	68	0	37	0	0	0	0	0	0	0	0	0	0	0	0	7	0	202	252	237	0	0
pos_10-13	0	125	0	0	0	9	0	84	254	0	0	0	8	154	45	0	0	10	0	0	0	225	51	255	235	0	0	198	83	0	0	0	59	251	0	2	0	40	182	0	0	0	199	232	164	0	0	26	253	0	255	128	0	0	207	212	203	252	252	253	115	0	0	123	106	254	198	91	105	0	0	51	0	0	0	1	0	0	245	0	0	0	0	253	11	179	39	229	0	0	0	0	0	7	0	67	253	175	0	0
pos_10-14	0	125	0	133	0	0	0	9	254	0	0	0	150	1	192	0	0	215	0	0	0	202	254	255	189	0	0	198	55	0	0	2	0	75	0	12	172	0	0	0	0	0	51	97	9	0	0	0	253	0	255	255	0	0	110	253	254	253	147	254	0	90	0	43	246	131	111	0	105	0	0	253	0	0	60	150	0	0	248	0	0	102	0	252	222	253	147	254	0	0	0	64	0	82	0	0	252	62	0	0
pos_10-15	0	125	0	251	34	0	0	57	254	0	0	5	237	0	254	0	0	253	0	0	0	161	254	255	140	0	0	109	48	0	0	191	0	0	0	154	245	0	0	47	0	0	0	47	0	0	102	0	154	0	255	255	0	0	0	97	254	252	23	251	0	253	0	0	18	15	111	0	105	0	0	204	0	0	172	254	0	21	123	0	0	254	186	56	254	254	252	254	0	0	113	191	0	242	0	0	236	0	0	0
pos_10-16	0	167	0	253	153	0	0	252	254	0	0	178	49	0	85	52	0	252	6	50	0	161	166	255	47	0	0	170	0	0	160	253	0	0	0	252	253	0	0	221	0	11	0	72	0	0	254	0	0	0	255	255	0	21	0	5	71	167	8	86	168	253	128	141	0	182	111	0	226	0	104	0	57	31	240	203	0	187	0	0	0	200	253	0	198	250	252	233	36	93	254	255	0	253	0	0	252	0	70	0
pos_10-17	0	125	0	253	236	0	95	252	254	42	0	252	0	0	0	253	149	252	93	164	20	191	0	255	23	0	0	253	0	0	253	203	0	0	0	252	146	0	0	253	0	207	0	243	0	0	119	0	0	0	255	255	0	236	0	0	0	0	80	0	253	89	255	253	0	253	236	0	254	0	237	0	207	218	253	0	0	254	0	23	108	4	253	0	0	42	252	0	245	254	254	255	0	250	30	80	252	16	253	0
pos_10-18	0	125	0	239	253	0	253	253	254	238	0	252	0	0	0	253	253	239	204	200	212	251	0	191	0	143	0	253	0	0	183	36	0	0	98	248	0	0	0	252	5	253	0	248	0	0	0	0	0	138	191	64	0	253	42	0	0	0	252	0	226	0	255	150	0	43	253	0	254	0	59	0	253	253	169	0	0	254	0	254	254	0	253	0	0	0	162	0	201	65	248	255	239	187	144	240	253	253	113	0
pos_10-19	0	140	0	74	253	191	253	27	254	227	0	231	0	0	0	237	253	86	253	254	253	159	0	255	0	253	61	253	0	0	37	0	181	0	253	21	0	2	0	112	14	253	26	64	0	0	0	0	0	253	255	0	0	252	253	0	0	0	252	0	0	0	255	0	26	0	253	0	142	0	0	0	185	254	36	0	9	108	0	92	136	0	43	0	0	0	12	0	0	0	42	255	253	0	253	177	224	253	0	0
pos_10-20	0	254	0	0	112	253	60	0	254	0	0	42	0	0	0	42	218	0	246	254	244	0	0	255	0	239	253	206	0	0	52	0	252	0	253	0	0	109	0	0	14	194	254	0	0	0	0	0	0	234	255	0	255	55	253	0	0	0	253	0	0	0	0	0	173	0	66	0	0	0	0	0	0	63	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	253	0	253	5	37	245	0	0
pos_10-21	0	254	0	0	54	254	0	0	254	0	0	0	0	0	0	0	0	0	205	254	157	0	0	128	0	30	253	18	0	188	0	0	167	0	129	0	0	214	0	0	5	11	254	0	0	0	0	0	0	0	128	128	255	0	253	0	0	0	206	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	253	0	197	0	0	0	0	0
pos_10-22	0	254	0	0	0	253	0	0	254	0	0	0	0	0	0	0	0	0	124	65	7	0	0	0	0	0	84	0	0	228	0	0	0	0	1	0	0	77	0	0	0	0	46	0	0	0	0	0	0	0	0	255	191	0	179	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	12	0	0	0	0	0
pos_10-23	0	185	0	0	0	253	0	0	254	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
pos_10-24	0	54	0	0	0	143	0	0	254	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
pos_11-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	66	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	252	0	0	84
