	('Numbers: Five-415', 'Digit: Five')	('Numbers: Nine-384', 'Digit: Nine')	('Numbers: Five-1053', 'Digit: Five')	('Numbers: Zero-4050', 'Digit: Zero')	('Numbers: Nine-1168', 'Digit: Nine')	('Numbers: Four-2898', 'Digit: Four')	('Numbers: Four-581', 'Digit: Four')	('Numbers: Nine-5642', 'Digit: Nine')	('Numbers: Eight-2938', 'Digit: Eight')	('Numbers: Six-6833', 'Digit: Six')	('Numbers: Seven-4468', 'Digit: Seven')	('Numbers: Four-5666', 'Digit: Four')	('Numbers: Nine-4606', 'Digit: Nine')	('Numbers: Eight-390', 'Digit: Eight')	('Numbers: Four-5698', 'Digit: Four')	('Numbers: Six-1727', 'Digit: Six')	('Numbers: Two-5048', 'Digit: Two')	('Numbers: Eight-366', 'Digit: Eight')	('Numbers: Seven-4900', 'Digit: Seven')	('Numbers: Three-6403', 'Digit: Three')	('Numbers: Three-5275', 'Digit: Three')	('Numbers: Six-3744', 'Digit: Six')	('Numbers: Two-6710', 'Digit: Two')	('Numbers: Zero-1168', 'Digit: Zero')	('Numbers: Nine-3366', 'Digit: Nine')	('Numbers: Three-2189', 'Digit: Three')	('Numbers: One-677', 'Digit: One')	('Numbers: Four-2498', 'Digit: Four')	('Numbers: Five-5069', 'Digit: Five')	('Numbers: Six-2133', 'Digit: Six')	('Numbers: Five-5824', 'Digit: Five')	('Numbers: Four-3050', 'Digit: Four')	('Numbers: Four-4032', 'Digit: Four')	('Numbers: Four-1676', 'Digit: Four')	('Numbers: One-1327', 'Digit: One')	('Numbers: Zero-739', 'Digit: Zero')	('Numbers: Four-6723', 'Digit: Four')	('Numbers: Five-5878', 'Digit: Five')	('Numbers: Nine-5629', 'Digit: Nine')	('Numbers: Five-1417', 'Digit: Five')	('Numbers: Seven-5775', 'Digit: Seven')	('Numbers: Two-3308', 'Digit: Two')	('Numbers: Four-352', 'Digit: Four')	('Numbers: Six-282', 'Digit: Six')	('Numbers: Nine-2749', 'Digit: Nine')	('Numbers: Nine-814', 'Digit: Nine')	('Numbers: Nine-4747', 'Digit: Nine')	('Numbers: Six-4959', 'Digit: Six')	('Numbers: Zero-4199', 'Digit: Zero')	('Numbers: Four-5781', 'Digit: Four')	('Numbers: Five-3182', 'Digit: Five')	('Numbers: Three-2589', 'Digit: Three')	('Numbers: One-2362', 'Digit: One')	('Numbers: Two-748', 'Digit: Two')	('Numbers: Four-963', 'Digit: Four')	('Numbers: Four-1407', 'Digit: Four')	('Numbers: Four-326', 'Digit: Four')	('Numbers: Six-1136', 'Digit: Six')	('Numbers: Eight-6239', 'Digit: Eight')	('Numbers: Six-4017', 'Digit: Six')	('Numbers: Eight-3449', 'Digit: Eight')	('Numbers: Three-6740', 'Digit: Three')	('Numbers: One-1538', 'Digit: One')	('Numbers: Five-6142', 'Digit: Five')	('Numbers: Seven-5258', 'Digit: Seven')	('Numbers: Six-798', 'Digit: Six')	('Numbers: Zero-1284', 'Digit: Zero')	('Numbers: Six-4793', 'Digit: Six')	('Numbers: Nine-4737', 'Digit: Nine')	('Numbers: Five-1111', 'Digit: Five')	('Numbers: Eight-6210', 'Digit: Eight')	('Numbers: Six-1878', 'Digit: Six')	('Numbers: Four-6734', 'Digit: Four')	('Numbers: Six-744', 'Digit: Six')	('Numbers: One-6533', 'Digit: One')	('Numbers: Nine-1858', 'Digit: Nine')	('Numbers: Four-4623', 'Digit: Four')	('Numbers: Eight-2929', 'Digit: Eight')	('Numbers: One-6463', 'Digit: One')	('Numbers: Six-6336', 'Digit: Six')	('Numbers: Five-5127', 'Digit: Five')	('Numbers: One-5887', 'Digit: One')	('Numbers: Six-1829', 'Digit: Six')	('Numbers: Seven-1986', 'Digit: Seven')	('Numbers: Nine-5875', 'Digit: Nine')	('Numbers: Two-6550', 'Digit: Two')	('Numbers: Six-145', 'Digit: Six')	('Numbers: Eight-3480', 'Digit: Eight')	('Numbers: Three-4486', 'Digit: Three')	('Numbers: Six-5853', 'Digit: Six')	('Numbers: Seven-5337', 'Digit: Seven')	('Numbers: Seven-4517', 'Digit: Seven')	('Numbers: Four-345', 'Digit: Four')	('Numbers: Two-77', 'Digit: Two')	('Numbers: Eight-61', 'Digit: Eight')	('Numbers: One-5720', 'Digit: One')	('Numbers: One-6008', 'Digit: One')	('Numbers: Four-4423', 'Digit: Four')	('Numbers: Three-901', 'Digit: Three')	('Numbers: One-2838', 'Digit: One')
pos_9-9	254	38	51	47	254	29	74	52	0	253	253	0	49	0	122	234	0	0	245	0	0	0	254	196	0	0	0	255	254	0	0	244	0	0	0	139	0	0	224	0	203	0	124	207	0	0	225	63	0	253	0	0	0	0	49	0	64	0	132	0	243	185	0	0	14	252	78	255	253	252	237	0	253	0	0	93	0	0	0	253	0	0	0	0	0	0	0	252	0	251	253	253	0	0	0	0	0	253	0	0
pos_9-10	254	0	253	232	164	0	249	0	0	253	253	0	198	0	244	12	0	175	188	0	0	89	254	253	24	0	0	255	89	113	39	0	0	0	0	253	0	36	253	0	203	0	253	252	0	0	253	248	0	168	0	0	0	0	247	230	255	199	254	0	253	185	0	0	189	252	235	255	169	252	252	0	250	11	0	180	36	134	0	253	0	0	0	0	186	0	0	253	0	251	253	253	0	0	57	0	0	253	0	0
pos_9-11	128	0	252	252	0	0	254	0	99	217	253	0	253	0	252	0	0	254	59	0	0	253	254	251	206	0	0	0	0	254	144	0	0	0	0	123	128	222	251	157	203	0	253	247	100	64	253	123	0	0	0	0	0	0	254	254	255	253	218	0	179	171	0	0	247	253	252	255	42	23	128	4	128	194	0	247	223	254	0	253	0	0	0	0	253	0	253	252	0	253	254	253	55	0	226	0	0	48	0	0
pos_9-12	6	0	252	252	0	0	254	0	253	33	253	0	144	0	95	0	0	107	0	52	0	246	245	253	253	0	0	0	0	36	204	0	0	0	0	0	255	253	253	253	203	0	187	174	250	255	253	0	0	0	0	0	48	0	118	252	64	253	92	0	0	53	0	0	253	186	252	0	0	18	2	149	0	253	220	254	252	254	0	102	0	0	92	132	253	0	240	99	0	230	253	253	237	0	86	0	3	0	0	0
pos_9-13	0	0	40	253	0	0	179	0	118	0	253	0	0	116	0	0	118	0	0	92	0	54	233	251	253	0	196	0	0	0	254	0	0	0	0	90	128	253	251	237	162	0	0	50	216	255	253	0	0	0	13	0	224	13	0	56	0	181	0	11	0	158	111	0	253	12	252	0	0	0	0	253	0	112	252	244	208	238	0	0	0	59	193	198	253	0	50	0	0	55	253	253	254	0	0	0	158	0	0	0
pos_9-14	0	29	0	252	95	0	36	0	0	0	254	0	3	234	0	0	253	0	0	152	0	0	217	253	181	0	255	0	0	0	254	0	0	66	0	253	0	116	84	0	163	0	0	3	37	255	253	0	0	0	193	7	252	253	0	0	0	0	0	161	0	253	252	0	253	0	252	0	0	0	0	207	0	0	252	206	0	81	0	0	0	254	254	248	253	0	0	0	0	0	253	253	86	0	0	0	253	0	0	0
pos_9-15	0	209	19	174	255	0	0	2	0	0	185	0	49	88	0	0	216	0	0	233	0	0	217	251	14	0	249	128	0	0	254	0	0	254	24	253	0	0	83	0	203	28	0	0	0	255	253	0	0	0	253	237	253	253	0	0	0	0	210	254	0	252	252	34	253	0	253	0	0	0	0	0	0	0	253	206	0	0	0	0	0	223	253	254	254	0	0	0	0	0	254	253	0	84	29	96	145	0	0	48
pos_9-16	0	253	28	143	116	40	96	89	1	0	177	0	42	0	0	0	17	0	0	254	0	0	183	253	0	57	60	255	0	0	254	168	0	201	212	234	0	0	56	0	203	234	99	0	0	255	253	0	0	104	253	253	145	237	0	12	128	0	253	254	0	252	252	146	253	0	41	0	0	0	0	0	0	0	44	254	22	0	165	0	0	0	142	254	253	35	0	116	51	0	253	253	0	254	29	253	0	0	25	236
pos_9-17	0	129	128	0	0	250	254	237	75	0	177	0	0	0	89	0	0	56	0	233	6	0	160	251	0	235	0	255	0	0	254	254	0	162	253	38	0	0	0	0	203	253	253	0	0	255	253	0	0	253	124	119	0	168	172	217	255	0	153	254	7	252	252	235	253	0	0	0	0	0	0	0	0	0	0	253	252	0	254	0	0	0	61	254	253	213	0	249	248	0	253	253	0	246	255	253	0	11	223	253
pos_9-18	0	105	140	0	0	253	83	243	249	0	247	18	0	0	253	0	0	252	0	123	44	0	95	253	0	253	0	128	0	0	203	10	101	168	253	82	0	0	253	0	254	159	253	0	205	128	253	0	0	253	23	0	0	87	254	254	128	0	0	254	240	252	197	254	253	0	0	0	0	0	0	0	64	0	0	184	252	0	76	0	0	0	0	65	253	253	0	252	218	0	253	253	75	40	86	31	0	194	252	240
pos_9-19	0	13	165	0	0	206	0	66	150	0	253	254	0	147	185	6	0	201	0	0	223	0	10	83	113	158	0	0	0	0	114	0	253	253	75	137	128	0	251	0	253	0	212	0	167	0	253	0	131	253	13	0	0	141	120	254	0	0	0	254	253	163	0	254	253	0	53	0	43	0	0	0	238	0	0	13	106	23	0	0	0	0	0	0	253	253	0	208	23	0	225	253	236	0	0	0	0	253	252	26
pos_9-20	0	0	252	0	0	0	0	0	0	0	253	253	0	252	3	10	0	0	0	0	254	0	0	0	253	22	0	0	0	0	16	0	253	254	0	249	255	0	253	0	255	0	0	0	0	0	170	0	163	253	0	0	0	253	0	126	0	0	0	254	233	0	0	254	30	0	238	0	252	0	0	0	253	0	0	0	0	141	0	0	0	0	0	0	165	236	0	18	0	0	36	253	193	0	0	0	0	60	176	0
pos_9-21	0	0	252	0	0	0	0	0	0	0	75	65	0	213	0	0	0	0	0	0	248	0	0	0	169	0	0	0	0	0	0	0	253	69	0	233	255	0	251	0	50	0	0	0	0	0	0	0	4	91	0	0	0	176	0	0	0	0	0	254	129	0	0	240	0	0	252	0	56	0	74	0	231	0	0	0	0	254	0	0	0	0	0	0	0	20	0	0	0	0	0	179	31	0	0	0	0	0	0	0
pos_9-22	0	0	253	217	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	102	0	0	0	37	0	0	0	0	0	0	0	194	0	0	70	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	254	3	0	0	174	0	0	225	0	0	0	37	0	16	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-23	0	0	252	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-24	0	0	252	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-25	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-4	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	38	0	0	0	0	0	0	0	0
pos_10-5	0	151	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	253	253	0	0	0	0	0	0	0	0
pos_10-6	0	251	0	0	0	54	0	177	0	0	253	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	51	0	0	0	0	0	0	0	25	198	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	253	253	0	0	0	0	0	0	0	0
pos_10-7	21	139	0	0	0	253	0	254	0	107	253	252	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	85	0	70	0	0	18	0	0	0	0	237	253	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	10	93	0	141	26	0	0	109	0	0	17	0	0	0	10	245	0	0	0	0	0	0	0	0	0	254	253	0	0	0	0	0	0	0	0
pos_10-8	254	0	10	42	76	253	0	113	0	253	253	217	0	0	21	254	0	0	0	0	0	0	18	0	0	0	0	128	61	0	0	193	0	0	0	140	0	0	255	0	20	0	19	153	0	0	148	0	24	253	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	203	68	0	246	222	92	0	253	0	0	174	0	0	0	253	125	0	0	0	0	0	0	64	0	217	253	253	0	0	0	0	0	49	0	0
pos_10-9	254	0	179	232	254	29	90	0	0	253	232	0	102	0	239	163	0	0	102	0	0	0	167	0	78	0	0	255	254	0	41	239	0	0	0	253	0	5	253	0	0	0	195	252	0	0	253	82	0	253	0	0	0	0	233	106	0	116	0	0	131	0	0	0	0	252	236	255	174	253	254	0	253	0	0	249	43	0	0	253	24	0	0	0	181	0	0	253	0	251	253	253	0	0	0	0	0	253	0	0
pos_10-10	254	0	255	252	47	0	254	0	0	253	206	0	253	0	253	0	0	87	216	0	0	89	146	29	208	0	0	191	89	197	240	0	0	0	0	245	128	178	255	0	0	0	253	237	60	64	253	249	0	168	0	0	0	0	254	253	255	247	138	0	253	0	0	0	0	252	252	255	11	253	197	0	201	79	0	253	227	9	0	253	0	0	0	0	254	0	95	254	0	251	253	253	23	0	0	0	0	253	0	0
pos_10-11	115	0	253	252	0	0	254	0	182	114	206	0	253	0	170	0	0	254	254	123	0	253	187	197	253	0	0	0	0	202	255	0	0	0	0	50	255	252	253	157	0	0	253	61	249	255	253	50	0	0	0	0	0	0	254	254	255	253	252	0	249	6	0	0	70	240	252	191	0	11	0	87	0	253	0	244	253	175	0	253	0	0	0	89	253	0	253	239	0	253	228	253	236	0	86	0	0	48	0	0
pos_10-12	66	0	206	252	0	0	183	0	201	0	126	0	58	0	0	0	74	195	255	253	0	209	162	254	211	5	34	0	0	4	254	0	82	0	0	0	255	252	169	253	0	0	187	0	218	255	175	0	0	0	9	27	0	0	36	254	128	231	247	0	91	61	0	59	189	71	252	0	0	0	0	253	0	184	90	113	243	253	0	102	0	0	193	252	225	0	164	17	0	107	160	253	254	0	226	0	12	0	0	0
pos_10-13	86	0	13	253	0	0	11	0	20	0	43	0	0	203	0	0	245	0	203	252	0	0	197	196	37	26	244	0	0	0	254	0	239	97	0	37	128	252	56	243	0	0	0	0	62	255	122	0	0	0	187	84	146	2	0	128	0	63	190	63	0	221	111	11	228	0	229	0	0	0	0	240	0	14	252	38	35	253	0	0	0	59	252	254	109	0	0	0	0	0	128	253	131	0	114	0	233	0	0	0
pos_10-14	86	0	0	148	18	0	0	0	0	0	18	0	100	252	0	0	246	0	203	253	5	0	246	0	8	122	254	0	0	0	202	0	239	228	0	139	0	203	0	69	0	0	0	0	0	255	25	0	0	0	253	200	252	36	0	0	0	0	190	254	0	253	252	87	247	0	212	0	0	0	0	21	0	0	252	0	0	253	0	0	0	254	253	224	19	0	0	0	26	0	160	253	5	0	170	0	253	0	0	0
pos_10-15	86	66	0	10	177	0	0	0	0	0	2	0	253	181	0	0	98	0	254	212	53	0	244	0	0	165	233	128	0	0	121	0	124	255	138	239	0	59	0	0	0	0	0	0	0	255	189	0	0	0	242	253	253	36	0	0	0	0	253	254	0	252	252	234	253	0	213	0	0	0	0	0	0	0	253	0	0	155	49	0	0	223	252	99	19	14	0	25	75	0	161	253	0	122	255	214	145	0	51	96
pos_10-16	14	247	0	0	199	162	96	0	73	0	0	0	226	13	0	0	0	0	221	91	100	0	234	0	0	243	0	255	0	0	95	168	0	50	252	138	0	0	0	0	0	225	99	0	0	255	253	0	0	104	71	206	145	29	0	135	255	0	153	254	12	252	252	254	253	0	123	0	0	0	0	0	0	0	44	46	128	18	246	0	0	0	183	236	19	209	0	227	235	32	211	253	0	254	255	251	0	0	197	253
pos_10-17	0	119	0	0	0	253	254	114	253	0	123	0	21	0	156	14	0	81	254	30	200	0	254	169	0	253	0	255	0	0	21	254	66	0	252	0	0	0	57	0	0	253	253	0	107	255	253	0	0	253	0	47	0	24	225	251	255	0	5	254	151	252	251	254	253	0	0	0	0	0	0	0	10	0	0	226	253	0	222	0	0	0	142	254	49	253	0	253	253	109	253	253	4	240	255	251	0	37	252	253
pos_10-18	0	0	0	0	0	253	5	254	156	0	251	141	0	57	246	123	0	254	203	0	254	0	254	254	0	206	0	128	0	0	5	10	248	77	172	0	64	0	254	0	172	196	253	0	244	64	253	0	0	253	0	0	0	200	254	254	128	0	0	254	249	104	188	254	253	0	0	0	45	0	0	0	216	0	0	253	253	26	26	0	0	0	82	65	190	253	0	216	81	109	253	253	162	28	86	31	0	253	252	139
pos_10-19	0	0	0	0	0	102	0	176	14	0	253	253	0	215	90	200	0	201	19	0	254	0	249	253	15	21	0	0	0	0	0	0	253	254	8	0	255	0	253	0	252	0	212	0	123	0	253	0	53	253	0	0	0	253	51	190	0	0	0	210	231	17	0	153	244	0	0	0	130	0	0	0	253	0	0	119	107	169	0	0	0	0	0	0	253	253	0	18	0	62	254	253	254	0	0	0	0	204	212	0
pos_10-20	0	0	0	0	0	0	0	0	0	0	122	252	0	252	0	214	0	0	0	0	222	0	136	0	20	0	0	0	0	0	0	0	253	182	0	89	255	0	254	0	253	0	0	0	0	0	104	0	247	239	0	0	0	170	0	10	0	0	0	204	93	0	0	65	27	0	87	0	252	0	0	0	241	0	0	0	0	254	0	0	0	0	0	0	180	129	0	0	0	0	223	253	118	0	0	0	0	12	21	0
pos_10-21	0	0	51	0	0	0	0	0	0	0	1	21	0	163	0	175	0	0	0	0	73	0	5	0	7	0	0	0	0	0	0	0	101	0	0	221	255	0	253	0	50	0	0	0	0	0	0	0	40	7	0	0	0	4	0	0	0	0	0	251	0	0	0	17	0	0	239	0	21	0	231	0	21	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	17	179	0	0	0	0	0	0	0	0
pos_10-22	0	0	114	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	214	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	243	0	0	0	223	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-23	0	0	113	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-24	0	0	113	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-25	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
pos_11-4	0	25	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	180	0	0	0	0	0	0	0	0
pos_11-5	0	251	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	254	253	0	0	0	0	0	52	0	0
pos_11-6	0	139	0	0	0	166	0	242	0	0	102	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	70	198	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	39	0	0	0	92	0	0	43	0	0	0	0	211	0	0	0	0	0	0	0	0	0	254	253	0	0	0	0	0	88	0	0
pos_11-7	17	0	0	6	0	253	0	254	0	107	47	247	0	0	1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	76	0	0	251	0	0	0	0	100	0	0	92	0	221	253	0	0	0	0	9	0	0	0	0	229	0	0	0	0	0	85	192	0	253	47	0	0	253	0	0	209	0	0	0	10	252	0	0	0	0	0	0	0	0	0	236	253	0	0	0	0	0	0	0	0
pos_11-8	242	0	85	160	108	253	0	87	0	253	47	91	0	0	129	254	0	0	0	0	0	0	0	0	88	0	0	255	5	0	0	254	0	0	0	253	0	0	253	0	0	0	33	252	0	0	250	0	0	253	0	0	0	0	175	41	0	0	0	0	0	0	0	0	0	252	189	0	209	252	73	0	253	0	0	254	0	0	0	253	252	0	0	15	68	0	0	64	0	217	101	253	0	0	0	0	0	153	0	0
