	('Numbers: Seven-5059', 'Digit: Seven')	('Numbers: One-2762', 'Digit: One')	('Numbers: One-5235', 'Digit: One')	('Numbers: One-6230', 'Digit: One')	('Numbers: Zero-1472', 'Digit: Zero')	('Numbers: Seven-1483', 'Digit: Seven')	('Numbers: Two-149', 'Digit: Two')	('Numbers: Five-4757', 'Digit: Five')	('Numbers: One-5285', 'Digit: One')	('Numbers: Six-6252', 'Digit: Six')	('Numbers: One-1280', 'Digit: One')	('Numbers: Six-37', 'Digit: Six')	('Numbers: Three-892', 'Digit: Three')	('Numbers: Nine-6821', 'Digit: Nine')	('Numbers: One-6341', 'Digit: One')	('Numbers: One-4684', 'Digit: One')	('Numbers: Six-6494', 'Digit: Six')	('Numbers: Nine-975', 'Digit: Nine')	('Numbers: Seven-3511', 'Digit: Seven')	('Numbers: Seven-3517', 'Digit: Seven')	('Numbers: Two-3742', 'Digit: Two')	('Numbers: Nine-2253', 'Digit: Nine')	('Numbers: Four-3989', 'Digit: Four')	('Numbers: Eight-4461', 'Digit: Eight')	('Numbers: Zero-858', 'Digit: Zero')	('Numbers: Four-1838', 'Digit: Four')	('Numbers: Five-5967', 'Digit: Five')	('Numbers: Seven-4171', 'Digit: Seven')	('Numbers: Zero-5526', 'Digit: Zero')	('Numbers: Six-3469', 'Digit: Six')	('Numbers: Eight-482', 'Digit: Eight')	('Numbers: Two-1599', 'Digit: Two')	('Numbers: Eight-3331', 'Digit: Eight')	('Numbers: Nine-2683', 'Digit: Nine')	('Numbers: Two-2972', 'Digit: Two')	('Numbers: Eight-6451', 'Digit: Eight')	('Numbers: Two-4248', 'Digit: Two')	('Numbers: Seven-4030', 'Digit: Seven')	('Numbers: Three-1679', 'Digit: Three')	('Numbers: Nine-5476', 'Digit: Nine')	('Numbers: Nine-5737', 'Digit: Nine')	('Numbers: Zero-5309', 'Digit: Zero')	('Numbers: Zero-3520', 'Digit: Zero')	('Numbers: Four-784', 'Digit: Four')	('Numbers: Nine-1491', 'Digit: Nine')	('Numbers: Five-1225', 'Digit: Five')	('Numbers: Eight-5334', 'Digit: Eight')	('Numbers: Eight-1825', 'Digit: Eight')	('Numbers: Six-5355', 'Digit: Six')	('Numbers: Seven-608', 'Digit: Seven')	('Numbers: Four-6003', 'Digit: Four')	('Numbers: Seven-5717', 'Digit: Seven')	('Numbers: Eight-4238', 'Digit: Eight')	('Numbers: Nine-4070', 'Digit: Nine')	('Numbers: Zero-5189', 'Digit: Zero')	('Numbers: One-7320', 'Digit: One')	('Numbers: Five-5509', 'Digit: Five')	('Numbers: Five-5421', 'Digit: Five')	('Numbers: Nine-5001', 'Digit: Nine')	('Numbers: Three-3572', 'Digit: Three')	('Numbers: Three-240', 'Digit: Three')	('Numbers: Seven-1143', 'Digit: Seven')	('Numbers: One-7539', 'Digit: One')	('Numbers: Seven-5055', 'Digit: Seven')	('Numbers: Zero-302', 'Digit: Zero')	('Numbers: Nine-4432', 'Digit: Nine')	('Numbers: Six-1605', 'Digit: Six')	('Numbers: Nine-6167', 'Digit: Nine')	('Numbers: Three-688', 'Digit: Three')	('Numbers: Four-4300', 'Digit: Four')	('Numbers: Eight-1796', 'Digit: Eight')	('Numbers: One-4937', 'Digit: One')	('Numbers: Five-2406', 'Digit: Five')	('Numbers: One-2158', 'Digit: One')	('Numbers: Four-5871', 'Digit: Four')	('Numbers: Five-2203', 'Digit: Five')	('Numbers: Six-4848', 'Digit: Six')	('Numbers: One-2649', 'Digit: One')	('Numbers: Four-4201', 'Digit: Four')	('Numbers: Five-2410', 'Digit: Five')	('Numbers: Zero-1270', 'Digit: Zero')	('Numbers: One-72', 'Digit: One')	('Numbers: Three-2287', 'Digit: Three')	('Numbers: Three-3811', 'Digit: Three')	('Numbers: One-3042', 'Digit: One')	('Numbers: Two-3036', 'Digit: Two')	('Numbers: Nine-2997', 'Digit: Nine')	('Numbers: Two-6224', 'Digit: Two')	('Numbers: Nine-5196', 'Digit: Nine')	('Numbers: Four-1161', 'Digit: Four')	('Numbers: Eight-4250', 'Digit: Eight')	('Numbers: One-3467', 'Digit: One')	('Numbers: One-3881', 'Digit: One')	('Numbers: Eight-4963', 'Digit: Eight')	('Numbers: Zero-6632', 'Digit: Zero')	('Numbers: One-736', 'Digit: One')	('Numbers: Nine-675', 'Digit: Nine')	('Numbers: Six-2346', 'Digit: Six')	('Numbers: Four-4018', 'Digit: Four')	('Numbers: Three-1615', 'Digit: Three')
pos_9-7	253	0	0	0	253	253	0	0	0	0	0	0	126	0	0	0	68	122	191	56	0	0	0	0	253	0	70	255	0	0	171	0	0	0	0	171	0	244	253	0	64	150	0	0	0	0	36	0	0	0	143	68	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	84	18	0	253	0	0	60	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	18
pos_9-8	188	0	0	0	253	253	0	0	0	0	0	0	244	61	0	0	243	253	255	254	0	0	0	0	253	0	252	255	121	0	253	0	0	0	0	253	5	251	253	0	255	251	0	0	0	0	253	0	0	0	254	246	0	0	17	0	44	206	0	0	0	0	0	70	0	0	0	44	0	0	219	0	252	0	0	240	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	102
pos_9-9	123	0	0	0	143	245	0	0	0	0	0	0	231	253	0	0	252	253	255	254	0	0	0	0	253	82	252	255	246	0	253	0	0	0	0	253	126	254	253	0	255	253	206	0	115	0	253	0	11	0	124	253	0	57	183	0	253	253	6	0	0	0	0	221	0	0	0	253	0	0	253	0	252	0	0	227	0	0	37	114	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	119	0
pos_9-10	0	0	0	0	0	200	0	0	0	0	0	26	125	253	0	0	252	153	255	254	0	64	36	5	253	246	13	255	253	0	216	0	0	0	0	253	253	254	54	255	255	253	252	8	254	134	253	0	177	0	0	252	8	221	253	0	253	78	166	0	0	50	0	254	0	69	0	253	232	0	253	0	252	0	0	25	0	0	0	254	20	0	119	0	0	0	0	0	26	209	0	0	0	0	73	0	5	0	254	0
pos_9-11	0	0	0	0	0	133	0	0	0	7	0	200	0	253	0	0	252	7	255	254	0	211	223	175	253	228	22	191	253	0	107	15	0	112	0	253	153	254	19	255	255	220	252	251	230	253	140	86	253	0	0	252	207	252	253	0	253	0	253	69	0	231	0	254	147	230	91	212	254	0	253	0	215	0	0	100	0	0	0	254	198	4	238	0	0	0	0	0	215	169	27	0	0	0	252	0	116	0	54	0
pos_9-12	143	0	128	0	0	114	0	0	0	211	80	252	0	209	0	109	79	0	255	254	0	254	254	253	253	41	16	128	253	47	21	0	64	252	58	253	1	254	19	255	255	116	252	249	46	253	65	254	237	0	0	252	232	252	253	0	253	0	253	200	0	253	0	203	253	254	228	82	251	0	221	0	215	0	184	252	94	0	0	249	252	185	253	0	101	0	67	0	253	3	238	0	52	248	252	0	250	0	0	0
pos_9-13	142	0	252	0	0	53	0	0	0	254	240	252	0	149	0	252	0	0	255	254	0	245	255	253	253	0	19	128	230	229	0	0	128	252	113	186	0	254	200	128	255	25	168	28	0	253	65	254	67	0	0	252	189	252	125	0	232	32	207	204	0	253	0	102	253	170	253	0	59	0	28	0	195	60	191	253	248	0	0	0	252	254	253	0	253	0	241	0	253	0	253	0	217	253	253	0	232	0	0	0
pos_9-14	236	0	252	24	23	18	0	0	0	128	251	220	0	124	0	241	0	0	255	254	22	120	158	178	253	0	22	191	126	254	0	0	64	199	19	64	0	223	253	0	255	25	29	0	0	254	24	114	0	0	0	253	231	252	3	0	210	0	71	83	0	253	255	47	253	75	253	0	19	0	0	0	71	255	0	47	249	0	0	0	33	254	253	125	210	0	254	0	226	0	169	212	253	253	252	0	96	0	0	215
pos_9-15	251	0	219	252	93	0	0	37	22	0	253	0	0	252	46	0	0	0	255	254	254	26	0	89	253	0	75	128	44	247	0	0	0	49	0	29	0	218	253	0	255	20	0	0	0	200	73	0	0	155	145	252	36	253	0	108	171	30	82	9	0	254	253	254	141	0	182	75	0	0	16	0	72	253	0	0	10	9	21	0	0	254	171	253	0	0	254	231	125	0	31	255	253	247	215	132	7	0	0	253
pos_9-16	251	107	28	252	189	7	7	188	227	0	251	0	0	253	222	0	0	27	255	254	111	111	186	0	253	0	22	128	24	77	0	0	0	211	0	16	1	218	250	0	255	18	0	0	0	11	204	19	0	252	254	233	0	176	0	253	94	2	245	0	0	253	253	254	15	0	18	253	151	86	181	191	71	253	0	0	0	254	235	15	0	220	9	254	0	0	214	255	7	13	0	204	8	129	0	252	1	0	93	79
pos_9-17	212	254	0	160	246	17	59	96	253	0	251	0	0	245	253	0	0	253	255	254	0	254	254	3	253	0	6	128	23	0	231	0	64	252	0	29	131	128	78	128	255	93	0	65	9	0	253	131	0	236	118	240	0	172	7	253	44	0	251	9	0	253	46	127	0	0	0	202	254	253	140	255	71	253	8	0	0	254	211	146	35	9	0	253	0	88	105	253	0	213	0	9	0	179	253	253	2	136	254	0
pos_9-18	47	254	0	0	253	222	224	0	253	0	89	0	0	53	253	0	0	168	255	254	0	254	255	60	253	0	0	255	7	0	253	57	255	231	79	16	254	108	0	255	255	61	14	253	254	0	253	191	0	31	0	252	60	172	185	253	0	0	67	228	62	253	0	0	0	30	0	253	104	254	4	255	71	253	249	0	0	100	7	247	222	0	0	46	0	243	28	247	0	213	0	0	0	253	252	50	236	252	254	0
pos_9-19	0	236	0	0	253	253	254	0	193	0	0	0	154	0	80	0	0	12	255	236	0	254	0	20	253	8	0	255	34	0	253	254	255	99	253	111	149	19	0	64	0	190	29	231	60	0	253	22	0	0	0	253	246	235	253	137	135	0	0	253	214	253	0	0	0	160	0	195	0	153	189	128	72	0	61	0	0	0	0	254	252	0	0	0	0	253	16	42	0	0	106	0	0	253	252	0	132	217	21	0
pos_9-20	0	23	0	0	168	250	254	0	19	0	0	0	253	0	0	0	0	0	255	43	0	242	0	129	253	170	0	255	194	0	215	254	255	0	190	253	0	0	0	0	0	202	143	20	0	0	253	10	0	0	0	92	225	252	253	0	242	0	0	120	253	254	0	0	255	254	0	10	0	7	253	0	71	0	0	0	0	0	0	254	127	0	0	0	0	97	78	0	0	0	253	0	0	253	252	0	0	183	0	0
pos_9-21	0	0	0	0	4	55	222	0	0	0	0	0	253	0	0	0	0	0	128	0	0	35	0	253	180	254	0	255	251	0	13	107	0	0	3	253	0	0	0	0	0	200	252	0	0	0	253	0	0	0	0	0	34	252	253	0	166	0	0	0	255	63	0	0	253	188	0	0	0	0	253	0	92	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	62	0	184	0	0	245	0	0	0	252	0	0
pos_9-22	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	127	139	162	0	255	254	0	0	0	0	0	0	170	0	0	0	0	0	252	252	0	0	0	237	0	0	0	0	0	0	225	133	0	2	0	0	0	91	0	0	0	196	0	0	0	0	0	87	0	132	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	252	0	0	0	0	65	0	0	0	161	0	0
pos_9-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	3	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	105	207	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0
pos_9-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
pos_9-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-3	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-4	251	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-5	251	0	0	0	3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	128	0	0	0	0	0	0	0	0	0	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-6	122	0	0	0	176	122	0	0	0	0	0	0	0	0	0	0	0	95	64	0	0	0	0	0	218	0	0	255	0	0	0	0	0	0	0	35	0	0	83	0	128	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
pos_10-7	72	0	0	0	253	74	0	0	0	0	0	0	0	0	0	0	107	253	255	56	0	0	0	0	253	0	64	255	22	0	171	0	0	0	0	250	0	39	246	0	255	252	2	0	0	0	24	0	0	0	30	93	0	0	14	0	5	177	0	0	0	0	0	57	0	0	0	16	0	84	0	0	253	0	0	0	0	0	254	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0
pos_10-8	30	0	0	0	253	35	0	0	0	0	0	0	56	226	0	0	252	253	255	254	0	0	0	0	253	11	249	255	231	0	253	0	0	0	0	253	186	70	253	0	255	253	101	0	34	0	225	0	0	0	241	252	0	57	185	0	200	253	0	0	0	0	0	253	0	0	0	215	0	0	115	0	252	0	0	92	0	0	134	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0
pos_10-9	0	0	0	0	99	30	0	0	0	0	0	0	19	253	0	0	252	222	255	254	0	65	36	0	253	176	253	255	253	0	253	0	0	0	0	253	254	144	253	64	255	253	243	1	235	0	253	0	30	0	212	253	0	186	253	0	253	132	202	0	0	79	0	254	0	69	0	253	31	0	253	0	252	0	0	189	0	0	0	247	0	0	0	0	0	0	0	0	27	28	0	0	0	0	0	0	23	147	192	0
pos_10-10	0	0	0	0	0	0	0	0	0	0	0	207	0	253	0	0	252	35	255	254	0	241	220	180	253	253	127	255	253	0	42	0	0	62	0	253	153	138	89	255	191	127	252	154	254	134	253	0	253	0	98	252	0	252	253	0	253	10	253	0	0	234	0	160	147	221	27	248	252	0	253	0	168	0	0	10	0	0	0	254	127	0	59	0	0	0	4	0	208	239	0	0	0	0	94	0	175	0	232	0
pos_10-11	0	0	0	0	0	0	0	0	0	74	12	252	0	253	0	0	249	0	255	254	0	254	253	254	253	212	0	255	158	11	0	0	64	216	0	253	0	120	0	191	128	21	236	254	87	253	71	86	253	0	0	252	100	252	253	0	253	0	253	0	0	253	0	73	249	254	192	70	254	0	249	0	0	0	38	214	7	0	0	254	252	137	201	0	0	0	114	0	253	61	186	0	3	79	252	0	236	0	14	0
pos_10-12	0	0	84	0	0	0	0	0	0	254	174	252	0	253	0	109	75	0	255	254	0	245	253	251	243	8	0	255	69	190	0	0	191	252	0	228	0	145	28	64	128	0	82	158	0	253	0	254	94	0	0	252	250	252	170	0	154	0	175	0	0	253	0	6	252	147	253	0	109	0	136	0	0	0	232	253	215	0	0	249	237	254	254	0	123	0	243	0	226	0	254	0	121	251	252	0	110	0	0	5
pos_10-13	0	0	223	0	0	0	0	0	0	229	253	217	0	253	0	252	0	0	255	254	0	86	179	148	168	0	19	255	17	254	0	0	191	252	0	4	0	144	218	0	128	0	17	0	0	253	0	254	0	0	0	168	234	252	4	0	33	0	21	0	0	245	22	0	242	22	253	0	0	0	0	0	0	158	107	253	240	0	0	0	164	254	244	47	254	0	254	13	73	0	202	0	253	253	253	0	7	0	0	107
pos_10-14	87	0	250	87	0	0	0	54	0	0	253	37	0	238	0	250	1	0	255	229	48	0	0	5	122	0	13	255	0	254	0	0	0	42	0	0	0	223	253	0	128	0	0	0	0	254	0	194	0	0	0	161	54	146	0	125	0	0	0	0	0	169	253	47	89	0	209	0	95	0	0	0	0	253	0	57	70	0	0	0	21	254	83	245	216	0	183	89	23	0	0	211	253	253	252	62	0	0	0	247
pos_10-15	251	70	252	253	0	0	0	238	121	0	255	0	0	253	141	83	14	0	255	242	254	13	0	0	29	0	13	255	0	96	0	0	0	0	0	2	0	235	253	0	191	0	0	0	0	253	0	127	0	190	145	160	0	53	0	249	0	0	145	0	0	113	252	253	0	0	18	29	40	0	0	191	0	251	0	135	0	94	59	0	0	254	0	253	0	0	89	244	0	0	0	253	253	123	112	254	0	0	0	253
pos_10-16	251	253	166	253	0	0	0	220	253	0	253	0	0	253	254	0	14	23	255	254	111	44	185	0	168	0	9	255	0	0	134	0	64	190	0	6	48	235	161	0	255	0	0	0	0	176	42	229	0	252	254	64	0	3	0	253	0	0	253	39	0	144	240	253	0	0	0	224	203	66	0	255	0	251	0	172	0	254	254	0	0	214	0	254	0	18	9	253	0	25	0	168	8	2	0	253	0	52	221	12
pos_10-17	253	255	0	150	123	28	0	48	253	0	126	0	0	253	254	0	70	253	255	254	0	254	253	0	168	0	0	255	0	0	251	24	191	252	0	6	254	254	9	128	255	0	0	81	2	134	234	216	0	189	132	80	15	25	0	253	0	0	169	170	123	237	37	42	0	63	0	253	252	246	0	255	0	251	10	172	0	233	97	0	0	0	0	232	0	202	0	202	0	254	0	0	0	150	253	183	46	242	254	0
pos_10-18	210	246	0	0	253	236	46	0	197	0	0	0	101	167	95	0	146	253	255	254	0	254	232	0	225	0	0	255	0	0	253	217	255	252	79	67	198	254	0	255	64	5	0	254	191	16	253	123	0	0	0	244	238	110	24	238	0	0	0	254	223	253	0	0	0	218	0	253	21	253	133	255	0	231	235	172	0	10	0	27	132	0	0	25	0	253	0	67	0	123	59	0	0	253	252	0	250	247	207	0
pos_10-19	25	52	0	0	253	253	224	0	19	0	0	0	253	0	0	0	34	131	255	153	0	254	0	35	253	67	0	255	0	0	227	254	255	103	253	195	3	214	0	0	0	12	0	201	80	0	253	0	0	0	0	253	250	241	145	8	35	0	0	253	253	253	0	0	0	254	0	166	0	252	253	64	0	0	2	28	0	0	0	29	252	0	0	0	0	182	0	0	0	0	255	0	0	253	252	0	132	91	6	0
pos_10-20	0	0	0	0	253	253	254	0	0	0	0	0	252	0	0	0	14	0	255	0	0	201	0	180	253	224	0	255	0	0	24	223	128	0	253	253	0	37	0	0	0	110	9	0	0	0	253	0	0	0	0	92	96	252	253	0	48	0	0	120	252	190	0	0	253	254	0	3	0	56	253	0	0	0	0	0	0	0	24	29	233	0	0	0	0	15	0	0	49	0	218	0	0	253	252	0	0	43	0	0
pos_10-21	0	0	0	0	175	61	252	0	0	0	0	0	233	0	0	0	11	0	128	0	0	0	0	254	253	254	0	255	201	0	0	13	0	0	36	253	0	0	0	0	0	253	168	0	0	0	253	0	0	0	0	0	0	252	253	0	0	0	0	0	233	4	0	0	252	182	0	0	0	0	176	0	0	0	0	0	0	0	2	24	17	0	0	0	0	0	0	0	215	0	13	0	0	184	0	0	0	252	0	0
pos_10-22	0	0	0	0	12	0	97	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	97	253	104	0	255	254	0	0	0	0	0	0	168	0	0	0	0	0	253	252	0	0	0	253	0	0	0	0	0	0	120	240	0	0	0	0	0	30	0	0	0	148	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	231	0	0
pos_10-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	163	207	0	0	0	253	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
pos_10-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_10-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	64	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_11-6	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	133	128	0	0	0	0	0	253	0	0	255	6	0	0	0	0	0	0	36	0	0	0	0	255	230	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	133	0	0	0	0	0	0	0	0	0	3	0	253	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
